hometeam,awayteam,date,season,round,gf,ga,h_xg,h_xga,h_standard sot,h_kp,h_xa,h_poss_x,h_touches att pen,h_carries prgdist,h_progressive passing dist,h_tackles tklw,h_challenges tkl%,h_saves,a_xg,a_xga,a_standard sot,a_kp,a_xa,a_poss_x,a_touches att pen,a_carries prgdist,a_progressive passing dist,a_tackles tklw,a_challenges tkl%,a_saves,b365h,b365d,b365a,result_A,result_D,result_H,h_strength_overall_home,h_overall_rating,h_attack_rating,h_midfield_rating,h_defence_rating,h_avg_age,a_strength_overall_away,a_overall_rating,a_attack_rating,a_midfield_rating,a_defence_rating,a_avg_age,soh,soa
MCI,CRY,2021-10-30,2021-2022,10,0.0,2.0,0.0999999999999999,0.0999999999999999,0.1875,0.3666666666666666,0.2162162162162162,0.78125,0.4526315789473684,0.630085146641438,0.5827200872172253,0.3703703703703703,0.538,0.0769230769230769,0.0999999999999999,0.0999999999999999,0.1875,0.2666666666666666,0.1081081081081081,0.21875,0.1157894736842105,0.1504257332071901,0.3232488416462251,0.4814814814814814,0.5,0.2307692307692307,0.0044593088071348,0.5098039215686275,0.6410624551328069,True,False,False,0.9859154929577465,1.0,0.7222222222222219,1.0,1.0,0.5625859697386519,0.2028985507246377,0.25,0.3333333333333335,0.3125,0.2666666666666666,0.6121045392022006,0.33542784481598387,0.2542544969183953
NEW,CHE,2021-10-30,2021-2022,10,0.0,3.0,0.0285714285714285,0.3142857142857143,0.0625,0.1333333333333333,0.027027027027027,0.046875,0.0947368421052631,0.0236518448438978,0.1591714363586808,0.1481481481481481,0.5,0.2307692307692307,0.3142857142857143,0.0285714285714285,0.3125,0.4,0.3513513513513513,0.953125,0.3052631578947368,0.7048249763481551,0.5682747342600163,0.1481481481481481,0.286,0.0769230769230769,0.4147157190635451,0.2156862745098039,0.0078966259870782,True,False,False,0.2535211267605635,0.33333333333333304,0.38888888888888884,0.375,0.39999999999999947,0.6877579092159558,0.8405797101449277,0.916666666666667,0.7222222222222219,0.875,0.7999999999999998,0.7372764786795045,0.24223648025648403,0.3995590781139038
TOT,MUN,2021-10-30,2021-2022,10,0.0,3.0,0.1428571428571428,0.2142857142857142,0.0,0.1666666666666666,0.1351351351351351,0.625,0.1789473684210526,0.4484389782403027,0.3810302534750612,0.3703703703703703,0.3329999999999999,0.0769230769230769,0.2142857142857142,0.1428571428571428,0.25,0.3,0.4594594594594595,0.375,0.1999999999999999,0.28240302743614,0.3227037339874625,0.4444444444444444,0.387,0.0,0.1008918617614269,0.0784313725490196,0.0441493180186647,True,False,False,0.591549295774648,0.666666666666667,0.6666666666666665,0.625,0.4666666666666668,0.4745529573590095,0.6956521739130435,0.833333333333333,0.6111111111111112,0.75,0.666666666666667,0.5749656121045392,0.22133087188058087,0.20958525012667717
WAT,SOU,2021-10-30,2021-2022,10,0.0,1.0,0.1428571428571428,0.2571428571428571,0.1875,0.2666666666666666,0.1081081081081081,0.34375,0.0947368421052631,0.1466414380321665,0.3783047151812483,0.2592592592592592,0.5,0.0,0.2571428571428571,0.1428571428571428,0.0625,0.3666666666666666,0.2972972972972973,0.65625,0.3157894736842105,0.445600756859035,0.5541019351321886,0.3703703703703703,0.375,0.2307692307692307,0.1192865105908584,0.0490196078431372,0.0416367552045944,True,False,False,0.16901408450704203,0.08333333333333304,0.16666666666666652,0.25,0.20000000000000018,0.887207702888583,0.23188405797101463,0.25,0.22222222222222188,0.3125,0.33333333333333304,0.4745529573590095,0.2595322704089321,0.3616918927603441
AVL,WHU,2021-10-31,2021-2022,10,1.0,4.0,0.0999999999999999,0.3285714285714285,0.1875,0.2,0.1081081081081081,0.390625,0.1684210526315789,0.2123935666982024,0.2916325974379939,0.2962962962962963,0.563,0.3076923076923077,0.3285714285714285,0.0999999999999999,0.5,0.4,0.3243243243243243,0.609375,0.2421052631578947,0.3301797540208136,0.3990188062142272,0.3703703703703703,0.6,0.1538461538461538,0.0969899665551839,0.0686274509803921,0.0470208183776023,True,False,False,0.2816901408450705,0.41666666666666696,0.4444444444444442,0.4375,0.5333333333333332,0.4745529573590095,0.46376811594202927,0.5,0.5000000000000004,0.5,0.39999999999999947,0.8005502063273728,0.21846531501037558,0.2885072255860184
NOR,LEE,2021-10-31,2021-2022,10,1.0,2.0,0.1142857142857142,0.0999999999999999,0.1875,0.2,0.081081081081081,0.46875,0.1052631578947368,0.314569536423841,0.2485690923957481,0.2962962962962963,0.409,0.2307692307692307,0.0999999999999999,0.1142857142857142,0.3125,0.4,0.1891891891891892,0.53125,0.1894736842105263,0.2407757805108798,0.330335241210139,0.3703703703703703,0.391,0.1538461538461538,0.1304347826086956,0.0686274509803921,0.0344580043072505,True,False,False,0.08450704225352101,0.0,0.22222222222222188,0.125,0.13333333333333286,0.48830811554332865,0.14492753623188426,0.25,0.3333333333333335,0.375,0.2666666666666666,0.5502063273727646,0.37081892854488363,0.3304746612516365
WOL,EVE,2021-11-01,2021-2022,10,2.0,1.0,0.2428571428571428,0.2142857142857142,0.25,0.1666666666666666,0.1621621621621621,0.671875,0.1789473684210526,0.5269631031220435,0.6835650040883074,0.3333333333333333,0.278,0.3076923076923077,0.2142857142857142,0.2428571428571428,0.3125,0.3333333333333333,0.1621621621621621,0.328125,0.2631578947368421,0.2838221381267738,0.2750068138457345,0.5555555555555556,0.419,0.1538461538461538,0.0635451505016722,0.0392156862745098,0.0847092605886575,False,False,True,0.563380281690141,0.41666666666666696,0.38888888888888884,0.5625,0.4666666666666668,0.7881705639614855,0.17391304347826075,0.41666666666666696,0.38888888888888884,0.4375,0.39999999999999947,0.5130674002751032,0.3470969789618107,0.17926070005618477
SOU,AVL,2021-11-05,2021-2022,11,1.0,0.0,0.0857142857142857,0.0857142857142857,0.1875,0.2333333333333333,0.1351351351351351,0.59375,0.231578947368421,0.3079470198675497,0.3671300081766149,0.4074074074074074,0.357,0.2307692307692307,0.0857142857142857,0.0857142857142857,0.1875,0.3666666666666666,0.2162162162162162,0.40625,0.2736842105263158,0.2270577105014191,0.3646770237121831,0.3703703703703703,0.368,0.1538461538461538,0.0496098104793756,0.0784313725490196,0.0936826992103374,False,False,True,0.22535211267605604,0.25,0.22222222222222188,0.3125,0.33333333333333304,0.4745529573590095,0.2028985507246377,0.41666666666666696,0.4444444444444442,0.4375,0.5333333333333332,0.4745529573590095,0.2764986169394287,0.1866027434505798
BRE,NOR,2021-11-06,2021-2022,11,1.0,2.0,0.3571428571428571,0.1714285714285714,0.4375,0.5,0.3783783783783784,0.71875,0.4526315789473684,0.3921475875118259,0.6718451894249114,0.5185185185185185,0.524,0.2307692307692307,0.1714285714285714,0.3571428571428571,0.25,0.2,0.081081081081081,0.28125,0.1263157894736842,0.1835383159886471,0.2929953665849004,0.2592592592592592,0.3329999999999999,0.4615384615384615,0.0301003344481605,0.1176470588235294,0.165470208183776,True,False,False,0.16901408450704203,0.08333333333333304,0.16666666666666652,0.25,0.20000000000000018,0.4497936726272349,0.02898550724637694,0.0,0.22222222222222188,0.125,0.13333333333333286,0.48830811554332865,0.36476238878766754,0.3238132993372862
BHA,NEW,2021-11-06,2021-2022,11,1.0,1.0,0.2142857142857142,0.0428571428571428,0.25,0.4,0.1621621621621621,0.734375,0.2210526315789473,0.4181646168401135,0.5134914145543745,0.4444444444444444,0.556,0.0,0.0428571428571428,0.2142857142857142,0.0625,0.1333333333333333,0.027027027027027,0.265625,0.1684210526315789,0.1863765373699148,0.2455710002725538,0.5555555555555556,0.875,0.3076923076923077,0.0284280936454849,0.1078431372549019,0.1744436468054558,False,True,False,0.2816901408450705,0.25,0.22222222222222188,0.125,0.39999999999999947,0.38789546079779935,0.4057971014492754,0.33333333333333304,0.38888888888888884,0.375,0.39999999999999947,0.6877579092159558,0.29465517899435334,0.21539766153588735
CHE,BUR,2021-11-06,2021-2022,11,1.0,1.0,0.2571428571428571,0.0999999999999999,0.25,0.7333333333333333,0.4594594594594595,0.8125,0.5578947368421052,0.5463576158940397,0.7765058599073318,0.1851851851851851,0.667,0.0769230769230769,0.0999999999999999,0.2571428571428571,0.125,0.1666666666666666,0.1351351351351351,0.1875,0.0842105263157894,0.0354777672658467,0.2968111201962388,0.3333333333333333,0.267,0.2307692307692307,0.0105908584169453,0.3137254901960785,0.3898061737257717,False,True,False,0.816901408450704,0.916666666666667,0.7222222222222219,0.875,0.7999999999999998,0.7372764786795045,0.08695652173913038,0.25,0.3333333333333335,0.25,0.33333333333333304,0.5997248968363134,0.26584794569804904,0.3874579683939434
