hometeam,awayteam,date,season,round,gf,ga,h_form_gf,h_form_ga,h_form_xg,h_form_xga,h_form_standard sot,h_form_kp,h_form_xa,h_form_poss_x,h_form_touches att pen,h_form_carries prgdist,h_form_progressive passing dist,h_form_tackles tklw,h_form_challenges tkl%,h_form_saves,a_form_gf,a_form_ga,a_form_xg,a_form_xga,a_form_standard sot,a_form_kp,a_form_xa,a_form_poss_x,a_form_touches att pen,a_form_carries prgdist,a_form_progressive passing dist,a_form_tackles tklw,a_form_challenges tkl%,a_form_saves,b365h,b365d,b365a,result_A,result_D,result_H
LEE,WOL,2021-10-23,2021-2022,9,1.0,1.0,-0.041932026218079274,0.11158183247861735,0.043429163849909067,0.45303162016035337,0.20735826165951665,0.3050119048064646,-0.21075112644175548,0.7198278755863416,0.047731949963121134,0.6889906808271977,0.41770336253676615,0.1419779799304994,0.6388486558152389,0.6052049279053758,-0.1954458849147759,-0.5024736023081691,-0.05294788469372484,-0.8721527973146144,-0.2765606587079509,-0.43442716723315106,-0.062147503009483886,0.04690014542000516,-0.239324231717644,0.36490209113313693,0.1544270197837753,-0.4043505889232035,-0.12166112983502946,0.30368817243432245,2.4,3.4,2.87,False,True,False
LEE,LEI,2021-11-07,2021-2022,11,1.0,1.0,-0.34895974361147253,0.11158183247861735,-0.12523067110145042,0.42893735802444494,-0.19590750531337292,0.34850832080879496,-0.43365656159016275,0.6885289113925587,0.19126004080350367,0.7210195364251033,0.10888132335815248,0.1966108368158697,0.7239406598040801,0.5046993427483579,0.11158183247861739,0.4186095498720106,-0.14932493323735888,0.2361832609371768,-0.27656065870795077,-0.6084128312424724,-0.6565619967385701,0.031250663323113534,-0.5981444588186005,-0.40976192476874695,-0.3288017105856381,0.03271226615975893,-0.2945042629373632,0.002171416963268835,2.8,3.5,2.45,False,True,False
LEE,CRY,2021-11-30,2021-2022,14,1.0,0.0,-0.5024736023081691,-0.04193202621807925,-0.10113640896554191,0.1639004745294513,-0.11525435191879503,0.26151548880413433,-0.359354749874027,0.4850856441329685,0.31684712028883844,0.4229883207767961,0.0329718293154477,0.1966108368158697,0.7957370381696649,0.10267700212028659,0.26509569117531395,0.4186095498720107,-0.48664460314007807,0.30846604734490246,-0.03460119852421699,-0.12995225521683867,-0.06214750300948393,-0.28173897861471736,-0.454616367978218,-0.3543900049215205,-0.31065749005835747,0.30587655058661023,-0.047205626344793444,0.7057105130623936,2.4,3.3,3.0,False,False,True
LEE,BRE,2021-12-05,2021-2022,15,2.0,2.0,-0.3489597436114725,-0.5024736023081691,-0.0529478846937249,-0.6071159138196207,-0.2765606587079509,0.3050119048064646,-0.47080746744823065,0.751126839780125,0.26302408622369494,0.4539314524561286,0.17034949902200128,0.25124369370123995,0.5404610262031413,-0.2993453385077848,0.11158183247861739,0.265095691175314,-0.31798476818871846,0.18799473666535982,-0.3572138121025287,-0.8693913272564544,-0.5079583733062986,-0.187842086033368,-0.6519674928837439,-0.7338505144628078,-0.3717553755073638,-0.4043505889232034,-0.41549445610899677,0.1026770021202867,1.95,3.6,3.8,False,True,False
LEE,ARS,2021-12-18,2021-2022,18,1.0,4.0,-0.1954458849147759,-0.5024736023081691,-0.05294788469372489,-0.7516814866350717,-0.19590750531337295,0.34850832080879496,-0.3965056557320949,0.9076216607490404,0.1912600408035037,0.4979032711583378,0.2003430064242407,0.36050940747198057,0.31044670292080473,-0.7013676791358561,-0.3489597436114724,0.26509569117531395,-0.7516814866350716,0.5975971929758044,-0.11525435191879496,-0.39093075123082066,-0.6565619967385701,-0.23479053232404268,-0.7775545723690784,-0.2789321925806923,-0.3765691483003157,-1.3331091559744983,0.37293614335011016,1.007227268533447,3.9,3.8,1.83,True,False,False
LEE,BUR,2022-01-02,2021-2022,21,3.0,1.0,-0.19544588491477588,0.11158183247861735,0.01933490171400063,0.043429163849908824,-0.3572138121025287,0.08752982479481293,-0.5822601850224343,0.6728794292956672,-0.04197310681211799,0.3301589257387988,-0.02590431484450383,-0.021920590725611432,0.02857943970776815,0.00217141696326868,-0.5024736023081691,-0.04193202621807921,-0.8962470594505227,0.11571195025763437,-0.7604795790754182,-0.6519092472448026,-0.39650565573209484,-0.7981718878121384,-1.0107877199847004,-1.2669409584821842,-0.7109412123030594,-0.513616302693944,-0.8781822277983211,-0.098334168193749,2.05,3.5,3.5,False,False,True
LEE,NEW,2022-01-22,2021-2022,23,0.0,1.0,0.11158183247861735,0.11158183247861735,0.0916176881217261,0.06752342598581733,-0.03460119852421708,0.3050119048064646,-0.43365656159016286,0.5633330546174263,-0.2931472657827875,0.07447094291484128,0.006310933846790401,-0.24045201826709256,0.06048894120358359,-0.19883975335076692,-0.6559874610048657,0.5721234085687072,-1.161283942945516,1.0071996492862492,-0.6798264256808404,-1.1303698232704362,-0.8794674318869774,-1.1894089402344272,-0.544321424753457,-1.000395736472496,-1.175285141715507,1.2346351176379051,0.164194821064984,0.10267700212028666,2.0,3.5,3.75,True,False,False
LEE,MUN,2022-02-20,2021-2022,26,2.0,4.0,-0.04193202621807925,0.11158183247861735,-0.05294788469372495,0.11571195025763437,-0.11525435191879499,0.08752982479481293,-0.43365656159016286,0.6572299471987756,-0.1316781635873571,0.55707522472057,-0.07996668621150334,-0.02192059072561141,0.016613376646837374,-0.19883975335076692,0.11158183247861735,-0.3489597436114725,0.40484309588853673,0.019334901714000274,0.1267051082649387,0.26151548880413433,0.3836633672873307,0.5476835725205348,0.011849927253025427,0.7470769104708568,0.0359341510341874,0.3058765505866103,-0.2851973250010837,1.4092496091615183,3.9,3.8,1.85,True,False,False
LEE,TOT,2022-02-26,2021-2022,27,0.0,4.0,0.11158183247861735,0.7256372672654038,0.043429163849909094,0.3807488337526279,0.20735826165951665,0.34850832080879496,-0.35935474987402705,0.5476835725205348,-0.13167816358735712,0.5521894670869912,-0.24807844374998128,0.14197797993049943,0.1389331323807966,0.20318258727730437,-0.0419320262180793,-0.04193202621807921,0.2120889988012687,-0.31798476818871874,0.44931772184325036,0.5224939848181164,0.8666251434422131,0.09384859171067994,0.4962572338393166,1.254652842403766,0.27810395154115775,-0.5136163026939439,-0.08177425296526024,0.10267700212028666,4.2,3.6,1.85,True,False,False
LEE,AVL,2022-03-10,2021-2022,20,0.0,3.0,-0.19544588491477585,1.032664984658797,0.11571195025763462,0.5975971929758045,-0.11525435191879499,0.3485083208087949,-0.24790203229982333,0.3442403052609446,0.19126004080350362,0.4485028328632632,-0.2410429296679745,-0.131186304496352,0.10037581807335294,0.7057105130623935,-0.1954458849147757,-0.6559874610048657,-0.43845607886826093,-0.7516814866350717,-0.19590750531337292,-0.04295942321217798,-0.024996597151416035,0.015601181226222094,-0.41873434526812225,-0.31150391013788425,-0.3547220256246105,0.25124369370123995,0.3676178931008075,-0.8018732642928738,2.7,3.5,2.5,True,False,False
LEE,NOR,2022-03-13,2021-2022,29,2.0,1.0,-0.3489597436114725,0.8791511259621003,-0.22160771964508447,0.11571195025763444,-0.11525435191879499,0.21801907280180394,-0.2850529381578912,0.34424030526094457,0.1194959953833123,0.5625038443134354,-0.24252409052734433,0.633673691898832,-0.11102462933642446,0.5046993427483579,-0.5024736023081691,0.4186095498720105,-0.8480585351787056,1.1517652221017,-1.002439039259152,-0.825894911254124,-0.6565619967385701,-0.8920687803934877,-0.6699085042387917,-0.8956233783301949,-0.8834964524196467,0.08734512304512915,-0.5697237133387716,0.5046993427483579,1.55,4.2,5.75,False,False,True
LEE,SOU,2022-04-02,2021-2022,31,1.0,1.0,-0.5024736023081691,0.8791511259621003,-0.07704214682963344,0.23618326093717695,-0.11525435191879496,-0.08645583921450835,0.23505974385505907,0.29729185897027,0.29890610893379055,0.5033318907512031,-0.15735734111357796,0.9614708332110539,-0.09241075346386546,0.7057105130623935,0.11158183247861735,0.7256372672654039,-0.22160771964508444,0.7421627657912555,0.6106240286324062,0.21801907280180402,-0.024996597151416056,0.18774548429202922,-0.22138322036259606,-0.09435912642327082,-0.35620318648398036,-0.34971773203783296,0.09372800526172478,0.20318258727730454,2.37,3.75,2.75,False,True,False
LEE,MCI,2022-04-30,2021-2022,35,0.0,4.0,-0.3489597436114725,0.8791511259621003,0.043429163849909094,0.3566545716167195,-0.19590750531337292,0.0005369927901523131,0.2350597438550591,0.20339496638892068,0.3168471202888383,0.007698921922597623,-0.025163734414818915,0.8522051194403133,-0.1841505702643349,0.9067216833764291,0.11158183247861735,-0.9630151783982587,1.3927078434607851,-1.1130954186736994,0.7719303354215621,0.9574581448414197,1.1638323903067562,1.7370442118842924,1.554776903787138,2.597693329678651,1.627811784641933,-0.7867805871207955,-0.8755231026736696,-0.600862093978838,8.5,6.0,1.3,True,False,False
LEE,CHE,2022-05-11,2021-2022,33,0.0,3.0,-0.6559874610048657,0.8791511259621003,-0.07704214682963342,0.40484309588853645,-0.5991732722862625,-0.43442716723315106,0.19790883799699116,0.015601181226222094,0.4424341997741731,-0.20781727591415639,-0.09366742416067445,0.9068379763256834,-0.13229763033363479,0.6052049279053758,1.0326649846587972,-0.6559874610048657,0.9590111250144323,-0.8480585351787058,1.2558492557890295,0.8704653128367591,0.7551724258680095,1.5492504267215939,0.7833134155200817,1.3995969855332706,1.6607676137629124,0.08734512304512912,0.5178584626436054,-0.701367679135856,4.75,4.2,1.65,True,False,False
LEE,BHA,2022-05-15,2021-2022,37,1.0,1.0,-0.6559874610048657,0.7256372672654038,-0.342079030324627,0.2602775230730855,-0.7604795790754183,-0.825894911254124,-0.09929840886755197,-0.2504400144209342,-0.1137371522323094,-0.4379907466516467,-0.2240095797852212,1.1253694038671647,-0.25328782350526835,0.0021714169632687684,-0.0419320262180793,-0.19544588491477585,-0.36617329246053537,-0.2216077196450847,-0.115254351918795,-0.30393791922616004,-0.5451092791643665,-0.14089363974269337,-0.41873434526812237,-0.2360460977970562,-0.4839533106046298,0.4697751212427212,0.7026676588068699,-0.701367679135856,2.62,3.5,2.62,False,True,False
LEE,WOL,2022-08-06,2022-2023,1,2.0,1.0,-0.5024736023081691,0.4186095498720105,-0.00475936042190796,0.4289373580244451,-0.5185201188916846,-0.30393791922616004,0.2722106497131268,-0.26608949651782576,0.20920105215855136,-0.5427631047939478,-0.1788341735744408,0.5244079781280915,-0.47266564628899965,-0.09833416819374907,-0.5024736023081692,-0.04193202621807921,-0.4625503410041695,0.1639004745294514,-0.2765606587079509,-0.47792358323548145,-0.5822601850224343,0.17209600219513752,-0.6519674928837439,0.2720726960951396,0.3536431553690201,0.2512436937012399,-0.21340094663549897,0.20318258727730454,2.25,3.4,3.2,False,False,True
LEE,CHE,2022-08-21,2022-2023,3,3.0,0.0,-0.5024736023081691,0.4186095498720105,-0.41436181673235256,0.380748833752628,-0.7604795790754183,-0.39093075123082066,-0.43365656159016286,-0.45388328168052433,0.10155498402826446,-0.6708785271855698,-0.3313937420895353,0.36050940747198057,-0.6787478434494745,0.10267700212028659,0.572123408568707,-0.8095013197015621,0.6457857172476217,-0.9926241079941569,0.933236642210718,1.087947392848411,0.7551724258680095,1.40840508784957,0.6039033019696034,1.2329383640323046,1.4900638247205373,0.03271226615975884,0.33703795416731774,-0.600862093978838,5.75,4.5,1.53,False,False,True
LEE,EVE,2022-08-30,2022-2023,5,1.0,1.0,-0.19544588491477582,0.26509569117531395,-0.19751345750917598,0.2602775230730855,-0.5185201188916846,-0.3474343352284904,-0.4708074674482308,-0.7199244773276806,-0.29314726578278755,-0.8722803140808739,-0.7531542967950999,0.5244079781280915,-0.6282244660811,0.0021714169632687705,-0.3489597436114725,0.26509569117531395,-0.342079030324627,0.8144455521989811,0.04605195487036089,-0.21694508722149938,-0.24790203229982338,-0.8138213699090301,-0.1496191749424049,-0.7685936798571458,-0.9112682185328314,0.6883065487842023,0.1163305688212607,0.10267700212028666,2.15,3.5,3.3,False,True,False
LEE,AVL,2022-10-02,2022-2023,9,0.0,0.0,-0.04193202621807927,-0.19544588491477585,-0.2697962439169015,-0.07704214682963355,-0.19590750531337292,-0.04295942321217806,-0.43365656159016286,-0.2973884607116089,-0.23932423171764405,-0.6236495367276415,-0.4621061879289245,0.5244079781280915,-0.26259476144154786,-0.09833416819374907,-0.04193202621807914,0.5721234085687071,-0.6553044380914376,0.9349168628785236,-0.19590750531337292,-0.6084128312424723,-0.6565619967385701,-0.23479053232404262,-0.7057905269488873,-0.6459068770583892,-0.06700652869201726,-0.40435058892320336,-0.8954665411085546,0.40419375759134013,2.35,3.4,3.0,False,True,False
LEE,ARS,2022-10-16,2022-2023,11,0.0,1.0,-0.04193202621807925,-0.6559874610048657,-0.2697962439169015,0.13980621239354302,-0.115254351918795,0.04403340879248259,-0.43365656159016286,-0.12524415764580182,-0.09579614087726149,-0.6231066747683548,-0.37323653636673354,0.4697751212427212,-0.18680969538898615,0.5046993427483579,0.26509569117531406,-0.3489597436114725,-0.31798476818871835,-0.4625503410041697,-0.11525435191879492,0.08752982479481293,-0.13644931472561977,0.35988978735783617,0.1553780180934081,-0.07535895784824218,0.01630876964753684,0.03271226615975884,-0.0299213130345601,-0.3998509236648025,6.0,4.2,1.55,True,False,False
LEE,FUL,2022-10-23,2022-2023,13,2.0,3.0,-0.19544588491477585,-0.6559874610048657,-0.22160771964508447,-0.2697962439169016,-0.115254351918795,-0.12995225521683876,-0.5822601850224343,-0.17219260393647645,-0.22138322036259622,-0.5498203102646728,-0.48839679318273943,0.8522051194403131,0.33836751672964327,0.3036881724343222,-0.19544588491477582,0.26509569117531406,-0.5830216516837121,0.766257027927164,-0.3572138121025287,-0.43442716723315095,-0.9909201494611809,-0.3599863890991751,-0.7775545723690787,0.007156059963311079,-0.4828424399601025,-0.29508487515246296,-0.12299069239735524,0.6052049279053758,2.05,3.5,3.6,True,False,False
LEE,BOU,2022-11-05,2022-2023,15,4.0,3.0,-0.19544588491477585,-0.3489597436114725,-0.028853622557816434,-0.1493249332373591,-0.0346011985242171,0.0005369927901522464,-0.35935474987402694,0.09384859171067987,-0.2931472657827875,-0.4559051913081024,-0.19660810388687902,0.5790408350134617,0.3676178931008075,-0.09833416819374907,-0.19544588491477582,1.3396927020521903,-0.9203413215864312,0.9831053871503406,-0.3572138121025287,-0.6519092472448026,-0.6194110908805023,-1.0485636013624033,-0.9210826632094612,-0.7620793363457075,-0.8342478538455993,0.4697751212427212,-0.5138820857210945,0.0021714169632688573,1.72,3.8,4.75,False,False,True
LEE,MCI,2022-12-28,2022-2023,17,1.0,3.0,-0.04193202621807925,0.11158183247861735,-0.004759360421907899,-0.004759360421908043,-0.2765606587079509,0.2615154888041343,-0.13644931472561964,0.42248771574540234,-0.024032095457070225,-0.17578842031625086,0.14479947419787131,0.7429394056695726,0.37426570591243574,-0.1988397533507669,0.1115818324786173,-0.3489597436114724,0.06752342598581768,-0.41436181673235273,0.85258348881614,0.7834724808320984,0.9409269551583488,1.1893123384930884,0.657726336034747,1.2904817317166775,1.6318849770052002,-0.5136163026939441,0.6920311583082647,-0.600862093978838,9.5,6.0,1.29,True,False,False
LEE,WHU,2023-01-04,2022-2023,19,2.0,2.0,-0.04193202621807925,0.4186095498720105,-0.10113640896554191,0.7903512900630725,-0.5991732722862625,0.0005369927901522908,-0.24790203229982327,-0.17219260393647645,-0.20344220900754842,-0.608992263826905,-0.3439836093941791,0.3605094074719807,-0.21207138407317339,0.3036881724343223,-0.8095013197015624,-0.04193202621807925,-0.1252306711014506,-0.2697962439169016,-0.35721381210252884,-0.04295942321217796,-0.47080746744823065,-0.23479053232404262,-0.4007933339130744,-0.4879340469060079,0.029268927167023052,-0.4043505889232035,0.33171970391801525,0.3036881724343223,2.6,3.5,2.6,False,True,False
LEE,BRE,2023-01-22,2022-2023,21,0.0,0.0,0.26509569117531395,0.7256372672654038,0.1879947366653602,0.5975971929758044,-0.27656065870795077,0.26151548880413433,0.12360702628085556,0.10949807380757141,-0.0778551295222137,-0.5194200405446269,-0.19549723324235163,0.5790408350134617,0.2865145767989431,-0.2993453385077847,-0.04193202621807921,0.7256372672654037,-0.1252306711014504,0.4048430958885364,-0.1959075053133729,-0.6084128312424723,-0.3965056557320949,-0.5321306921649821,-0.2752062544277396,-0.8283084953786647,-0.3051031368357206,-0.6228820164646843,-0.5816897763997023,0.9067216833764291,2.38,3.6,2.88,False,True,False
LEE,MUN,2023-02-12,2022-2023,23,0.0,2.0,0.26509569117531395,0.5721234085687072,-0.12523067110145036,0.5735029308398959,-0.1959075053133729,0.08752982479481293,0.012154308706651884,0.28164237687337845,-0.14961917494240498,-0.3174753916900362,-0.13328847714881797,0.25124369370124006,0.09106888013707352,-0.6008620939788382,-0.04193202621807931,0.11158183247861742,0.11571195025763456,-0.17341919537326778,0.3686645684486724,-0.34743433522849027,0.2722106497131271,0.1877454842920291,0.22714206351359928,0.14938589329638288,0.04333995533103661,0.14197797993049943,0.765157099236175,0.10267700212028644,3.75,3.8,1.91,True,False,False
LEE,SOU,2023-02-25,2022-2023,25,1.0,0.0,-0.04193202621807925,0.4186095498720105,-0.07704214682963337,0.4048430958885364,-0.11525435191879496,-0.04295942321217808,-0.09929840886755179,-0.07829571135512718,-0.14961917494240498,-0.4814197033945694,-0.609851983651067,0.4697751212427212,0.41548214534453065,-0.3998509236648025,-0.34895974361147253,0.26509569117531406,-0.6312101759555291,0.3325603094808109,0.0460519548703608,-0.3909307512308206,-0.47080746744823065,-0.5477801742618735,-0.5981444588186003,-0.8755374858365931,-0.6620629039438543,0.9614708332110539,0.6641103444994261,-0.3998509236648024,1.95,3.5,4.0,False,False,True
LEE,BHA,2023-03-11,2022-2023,27,2.0,2.0,-0.5024736023081691,-0.04193202621807925,-0.39026755459644397,0.13980621239354277,-0.034601198524217044,-0.3039379192261601,-0.28505293815789123,-0.06264622925823563,-0.0060910841020224375,-0.4651338446159734,-0.48950766382726674,0.3605094074719806,0.46999421039988204,-0.3998509236648025,0.8791511259621003,-0.04193202621807929,0.35665457161671976,-0.14932493323735915,0.7719303354215621,0.39200473681112535,0.7551724258680095,1.1580133742993053,0.4244931884191253,1.3377107221746058,1.0138706084331306,-0.021920590725611366,0.8037144135436188,-0.701367679135856,3.75,3.6,1.95,False,True,False
LEE,NFO,2023-04-04,2022-2023,7,2.0,1.0,-0.3489597436114724,-0.19544588491477585,-0.31798476818871846,-0.24570198178099317,0.2073582616595167,-0.08645583921450842,-0.24790203229982338,0.04690014542000522,0.08361397267321669,-0.29196087960356915,-0.2962161716795014,0.5790408350134617,0.6614512193747748,-0.9023788494498917,-0.6559874610048657,0.4186095498720106,-0.26979624391690155,0.26027752307308544,-0.5991732722862625,-0.2169450872214993,-0.359354749874027,-0.1565431218395849,-0.4725573793332657,-0.1888171073391277,-0.3417618681051243,-0.18581916138172228,-0.04454650122014221,-0.701367679135856,1.7,3.75,5.0,False,False,True
LEE,CRY,2023-04-09,2022-2023,30,1.0,5.0,-0.3489597436114725,-0.3489597436114725,-0.26979624391690143,-0.39026755459644413,0.28801141505409456,0.1745226567994736,-0.24790203229982338,0.03125066332311368,0.37067015435398176,-0.10467350364971492,-0.06182246568422269,0.3605094074719806,0.25460507530312776,-0.9023788494498917,-0.6559874610048657,0.26509569117531406,-0.6071159138196205,-0.17341919537326778,-0.5185201188916845,-0.6084128312424723,-0.5079583733062986,-0.5947286205525484,-0.6519674928837439,-0.9705383287117366,-0.6102222738659095,0.19661083681586963,1.2863456236678275,-0.1988397533507668,2.1,3.4,3.6,True,False,False
LEE,LIV,2023-04-17,2022-2023,31,1.0,6.0,-0.19544588491477588,0.4186095498720105,-0.17341919537326742,0.23618326093717695,0.4493177218432504,0.21801907280180396,-0.0992984088675518,-0.12524415764580182,0.4065521770640775,-0.3402755939800706,-0.007019513887538261,0.9614708332110539,0.01661337664683744,-0.701367679135856,-0.6559874610048656,-0.34895974361147236,-0.4625503410041695,0.40484309588853645,-0.11525435191879496,-0.5214199992378117,0.12360702628085515,0.42248771574540245,-0.3828523225580267,0.18195761085357498,0.8020646055432421,-0.131186304496352,-1.0855939875211214,-0.39985092366480246,4.2,4.2,1.73,True,False,False
LEE,LEI,2023-04-25,2022-2023,33,1.0,1.0,-0.04193202621807929,1.032664984658797,-0.2697962439169015,0.6216914551117131,0.2073582616595167,0.26151548880413433,-0.1736002205836876,-0.23479053232404262,0.2630240862236949,-0.4010761334201624,0.028898636952180555,0.633673691898832,-0.37161889155225064,-0.9023788494498917,-0.6559874610048657,0.4186095498720106,0.06752342598581765,0.7903512900630723,-0.9217858858645741,-0.08645583921450825,-0.24790203229982338,-0.2660894965178259,-0.11373715223230926,-0.3826188268044203,-0.12106890005901676,0.19661083681586972,-0.49127952216155857,0.3036881724343223,2.3,3.5,3.0,False,True,False
LEE,NEW,2023-05-13,2022-2023,36,2.0,2.0,-0.04193202621807929,1.1861788433554934,-0.12523067110145045,1.0312939114221578,0.1267051082649388,0.21801907280180396,-0.06214750300948392,-0.5477801742618735,-0.16756018629745278,-0.7029073827834752,-0.29917849339824115,0.4151422643573509,-0.7425668464411054,-0.9023788494498917,0.8791511259621003,-0.04193202621807916,0.6939742415194387,-0.05294788469372523,0.12670510826493883,0.13102624079714326,0.34651246142926284,0.5476835725205347,0.11949599538331242,-0.41301909652446617,-0.008500674746908032,0.25124369370124,0.023261189458465625,-0.09833416819374896,4.33,4.2,1.7,False,True,False
LEE,TOT,2023-05-28,2022-2023,38,1.0,4.0,-0.0419320262180793,1.1861788433554934,0.1398062123935431,0.9349168628785236,0.04605195487036089,-0.04295942321217803,-0.0992984088675518,-0.5790791384556566,-0.2572652430726919,-0.9086520653530716,-0.468030831366404,0.5244079781280915,-0.692043469072731,-0.7013676791358561,0.2650956911753139,1.3396927020521903,0.2602775230730857,0.8144455521989808,-0.6798264256808404,-0.26044150322382975,-0.32220384401595914,-0.17219260393647653,-0.7596135610140308,-0.47110532616812534,-0.4376670337493221,0.30587655058661034,0.1721721964389379,-0.19883975335076687,2.75,3.8,2.3,True,False,False
LEI,BUR,2020-09-20,2020-2021,2,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61,4.0,5.5,False,False,True
LEI,WHU,2020-10-04,2020-2021,4,0.0,3.0,1.9537481368389766,0.4186095498720106,-0.245701981780993,-0.00475936042190827,0.6912771820269841,0.5224939848181164,0.3836633672873308,1.3301576773651123,1.1241926312659902,0.4262454925325153,1.0260901855229319,-1.0053120146622765,-0.3144477013722477,0.0021714169632688464,-0.3489597436114725,0.4186095498720106,0.7180685036553472,-0.36617329246053565,-0.9217858858645741,-0.12995225521683865,-0.17360022058368751,-0.9390172266841623,-0.40079333391307437,-0.3554757288400936,-0.7883318672051339,-1.278476299089128,-0.8728639775490187,-1.0028844346069095,1.61,4.2,5.25,True,False,False
LEI,AVL,2020-10-18,2020-2021,5,0.0,1.0,0.4186095498720106,0.8023941966137521,-0.6071159138196205,0.3566545716167194,-0.5185201188916846,-0.564916415240142,-0.17360022058368754,1.40840508784957,0.45140470545169703,0.7601055974937336,1.014981479077658,-1.278476299089128,-0.3709541102710877,0.0021714169632688464,1.1861788433554936,-1.1165290370949554,-0.004759360421908002,-0.8480585351787059,0.28801141505409456,0.3050119048064647,1.1266814844486883,-1.0955120476530777,0.1374370067383602,-0.9444809546659829,-0.5106142060732871,1.7263308296062376,-0.5005864600978381,-0.5003565088218203,1.83,3.8,4.1,True,False,False
LEI,WOL,2020-11-08,2020-2021,8,1.0,0.0,-0.0931033124503114,0.4186095498720106,-0.727587224499163,-0.044916463981755715,-0.24967627424309155,-0.564916415240142,-0.48319110273425325,0.9389206249428236,0.25704374910534566,0.42172164287179426,0.5249640947694659,-0.732147730235425,-0.40973301833891895,0.0021714169632688464,-0.3489597436114724,-0.0931033124503114,-0.7677443280590106,0.07555484669778682,-0.5185201188916846,-0.49242238856959136,-1.1023728670353847,-0.20870806216255677,-0.8493186177892699,-0.04875872184320192,0.15467387992700363,-0.2768739228573394,-0.18592332034743572,-0.3328472002267906,2.3,3.2,3.25,False,False,True
LEI,FUL,2020-11-30,2020-2021,10,1.0,2.0,-0.15706742024060166,0.03482490313026909,-0.3661732924605355,-0.2155841541111076,-0.5185201188916846,-0.6192869352430549,-0.6379865438095361,0.6846165408683358,-0.08682563519973757,0.22402941269828142,0.2156174777864922,-0.5272745169152866,-0.04022542289258374,-0.12346056448300342,-0.3489597436114724,0.2267172265011398,0.055476294917863364,-0.004759360421908207,-0.2160707936620174,-0.07558173521392572,-0.4057933821966119,0.11732281485601717,-0.535350919075933,0.2986729321001798,0.06611280354384805,-0.11752809027500942,0.4284453803272057,0.7559633056409025,1.5,4.33,6.5,True,False,False
LEI,BHA,2020-12-13,2020-2021,12,3.0,0.0,-0.19544588491477582,0.11158183247861739,-0.342079030324627,0.019334901714000385,-0.5185201188916846,-0.5214199992378117,-0.43365656159016275,0.8293742502645827,-0.09579614087726147,0.42353118273608265,0.1562784708579876,-0.5682491595793142,-0.23334438507038352,-0.09833416819374897,0.26509569117531395,0.11158183247861737,-0.12523067110145045,-0.22160771964508466,-0.43786696549710663,-0.34743433522849027,-0.359354749874027,0.4068382336485108,-0.05991411816716582,0.41430252942821155,-0.5117250767178145,-0.4043505889232034,0.0405455027686991,-0.9023788494498917,2.0,3.5,3.8,False,False,True
LEI,EVE,2020-12-16,2020-2021,13,0.0,2.0,-0.3489597436114724,-0.19544588491477582,-0.2697962439169015,-0.10113640896554213,-0.5185201188916846,-0.47792358323548134,-0.5079583733062984,0.6259309830049926,-0.23932423171764397,0.3790165020745868,0.08036897681528281,-0.5682491595793142,-0.34502764030573774,0.0021714169632688464,-0.04193202621807921,0.11158183247861739,0.23618326093717715,-0.07704214682963366,0.12670510826493872,-0.30393791922616,0.3836633672873306,0.29729185897026994,-0.3290292884928831,0.3475305084359679,0.09962406798709088,0.6883065487842023,-0.7611807223136643,-0.2993453385077846,2.15,3.6,3.25,True,False,False
LEI,MUN,2020-12-26,2020-2021,15,2.0,2.0,-0.3489597436114724,-0.34895974361147236,-0.22160771964508444,-0.24570198178099317,-0.3572138121025287,-0.08645583921450832,-0.47080746744823065,0.5007351262298602,-0.2931472657827875,0.2731584200137127,-0.11884715876996195,-0.18581916138172225,-0.46069958322806864,0.10267700212028666,1.3396927020521903,-0.04193202621807925,0.5975971929758048,-0.4143618167323527,1.1751961023944517,0.8269688968344285,-0.06214750300948398,0.4381371978422939,-0.05991411816716581,0.42298832077679605,0.738004398375496,-0.34971773203783313,-0.7399077213164541,0.10267700212028667,2.9,3.6,2.3,False,True,False
LEI,SOU,2021-01-16,2020-2021,19,2.0,0.0,-0.04193202621807921,-0.19544588491477582,-0.14932493323735893,-0.004759360421908132,-0.5991732722862625,-0.12995225521683865,-0.359354749874027,0.5633330546174263,-0.3828523225580266,0.28727283095516265,-0.048492017949894085,-0.13118630449635196,-0.5112229605964432,0.002171416963268835,0.11158183247861735,-0.19544588491477582,-0.6071159138196206,-0.10113640896554225,-0.6798264256808404,-0.8258949112541242,-0.3965056557320949,0.26599289477648685,-0.8134365950791743,-0.20021720848414487,-0.6446592638462585,0.6883065487842023,-0.41150576842201997,0.7057105130623936,1.8,3.75,4.5,False,False,True
LEI,CHE,2021-01-19,2020-2021,18,2.0,0.0,0.11158183247861739,-0.19544588491477582,-0.10113640896554188,-0.052947884693725175,-0.35721381210252867,0.17452265679947368,-0.09929840886755181,0.5320340904236434,-0.11373715223230925,0.2845585211587299,0.03926676296776951,-0.021920590725611387,-0.8010675991834336,0.10267700212028666,-0.3489597436114724,-0.19544588491477582,0.09161768812172615,-0.5589273895478037,-0.3572138121025287,0.5659904008204467,0.23505974385505896,1.1736628563961966,0.6397853246796992,1.0575939511827541,0.9920234857574254,-0.8414134440061656,-0.8768526652359956,-0.29934533850778466,2.87,3.4,2.45,False,False,True
