Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss_x,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Standard Gls,Standard Sh,Standard SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,SoTA,Saves,CS,PSxG,launched cmp,lauched att,passes att (gk),Thr,pass avglen,goal kick att,goal kick avglen,crosses faced,crosses stp,#OPA,sweeper avgdist,passes cmp,passes att,total passing dist,progressive passing dist,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Live,Dead,FK,TB,Sw,Crs,TI,CK,inswing conrner kicks,outswing corner kicks,straight corner kicks,passes offside,passes blocked,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl + Int,Clr,Err,Poss_y,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Season,Team
2023-10-23,20:00,Premier League,Matchweek 9,Mon,Home,W,2,0,Fulham,1.5,1.0,55,61286,Son Heung-min,4-2-3-1,4-2-3-1,Anthony Taylor,Match Report,,2,15,5,17.2,0.0,0,0,1.5,1.5,3,3,1,0.9,0.0,3.0,28.0,4.0,21.9,4.0,12.5,15.0,1.0,5.0,21.8,540.0,631.0,8547.0,2713.0,2,1.3,1.1,12.0,42.0,8.0,0.0,53.0,580.0,47.0,20.0,2.0,4.0,11,19.0,3.0,2.0,0.0,0.0,4.0,19.0,16.0,3.0,1.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,19.0,12,9.0,6.0,4.0,10.0,22.0,45.5,12.0,14.0,3.0,11.0,6,25,14.0,0.0,55.0,738.0,54.0,205.0,377.0,168.0,31.0,738.0,19.0,9.0,7.0,486.0,2396.0,1371.0,24.0,10.0,8.0,10.0,12.0,533.0,53.0,2,0,0,10,14,4,11,6,12,0.0,0.0,0,55.0,5.0,4.0,2023-2024,Tottenham Hotspur
2023-10-27,20:00,Premier League,Matchweek 10,Fri,Away,W,2,1,Crystal Palace,1.1,0.6,75,25074,Son Heung-min,4-2-3-1,4-2-3-1,Andy Madley,Match Report,,1,10,1,19.5,1.0,0,0,1.1,1.1,3,2,0,0.3,0.0,1.0,47.0,4.0,20.3,8.0,18.3,20.0,1.0,0.0,11.0,696.0,776.0,11768.0,3532.0,1,1.0,1.1,6.0,54.0,9.0,1.0,58.0,721.0,52.0,19.0,5.0,3.0,16,21.0,2.0,0.0,0.0,0.0,3.0,12.0,15.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,14,12.0,5.0,3.0,10.0,18.0,55.6,8.0,14.0,6.0,8.0,6,26,22.0,0.0,75.0,901.0,73.0,298.0,416.0,188.0,19.0,901.0,26.0,8.0,13.0,612.0,2567.0,1236.0,15.0,13.0,4.0,13.0,11.0,688.0,57.0,1,0,0,11,18,3,16,6,14,0.0,0.0,0,49.0,6.0,3.0,2023-2024,Tottenham Hotspur
2023-11-06,20:00,Premier League,Matchweek 11,Mon,Home,L,1,4,Chelsea,0.9,4.1,40,61726,Son Heung-min,4-2-3-1,4-2-3-1,Michael Oliver,Match Report,,1,8,5,23.5,1.0,0,0,0.9,0.9,7,3,0,4.5,3.0,14.0,33.0,4.0,31.8,10.0,29.6,12.0,1.0,12.0,22.5,278.0,355.0,4399.0,1706.0,1,0.8,0.6,5.0,19.0,4.0,0.0,24.0,287.0,65.0,27.0,1.0,1.0,9,22.0,1.0,1.0,0.0,0.0,3.0,4.0,8.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,24.0,17,11.0,9.0,4.0,15.0,31.0,48.4,16.0,12.0,3.0,9.0,12,36,22.0,1.0,40.0,484.0,70.0,198.0,195.0,93.0,26.0,484.0,25.0,7.0,14.0,198.0,1149.0,686.0,20.0,6.0,7.0,12.0,4.0,277.0,24.0,3,2,1,12,20,3,9,12,17,0.0,1.0,0,37.0,4.0,7.0,2023-2024,Tottenham Hotspur
2023-11-11,12:30,Premier League,Matchweek 12,Sat,Away,L,1,2,Wolves,0.7,2.1,58,31642,Son Heung-min,4-3-3,3-5-2,Tim Robinson,Match Report,,1,6,2,17.5,0.0,0,0,0.7,0.7,4,2,0,2.6,1.0,3.0,40.0,8.0,21.3,9.0,17.0,24.0,2.0,1.0,10.7,575.0,664.0,8824.0,3065.0,1,0.7,0.9,6.0,41.0,2.0,0.0,44.0,609.0,54.0,23.0,0.0,1.0,11,16.0,3.0,1.0,2.0,0.0,1.0,15.0,9.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,11,11.0,8.0,0.0,10.0,31.0,32.3,21.0,11.0,7.0,4.0,7,26,31.0,0.0,58.0,776.0,96.0,274.0,378.0,131.0,14.0,776.0,17.0,9.0,7.0,587.0,2287.0,1019.0,18.0,10.0,8.0,16.0,16.0,574.0,44.0,3,0,0,15,19,1,11,7,11,0.0,0.0,0,49.0,9.0,10.0,2023-2024,Tottenham Hotspur
2023-11-26,14:00,Premier League,Matchweek 13,Sun,Home,L,1,2,Aston Villa,2.3,1.7,62,61679,Son Heung-min,4-2-3-1,4-4-2,Robert Jones,Match Report,,1,18,7,14.0,0.0,0,0,2.3,2.3,5,3,0,1.5,1.0,2.0,23.0,6.0,21.0,6.0,23.7,9.0,1.0,5.0,22.0,598.0,680.0,9809.0,3314.0,1,2.2,1.8,16.0,45.0,13.0,1.0,58.0,628.0,47.0,15.0,4.0,2.0,22,14.0,9.0,4.0,1.0,1.0,5.0,3.0,21.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0,12,8.0,11.0,2.0,7.0,18.0,38.9,11.0,7.0,2.0,5.0,9,30,11.0,1.0,62.0,782.0,47.0,186.0,388.0,217.0,46.0,782.0,28.0,12.0,13.0,418.0,1773.0,890.0,15.0,14.0,11.0,10.0,5.0,590.0,57.0,0,0,0,11,12,5,22,9,12,0.0,0.0,0,54.0,9.0,9.0,2023-2024,Tottenham Hotspur
2023-12-03,16:30,Premier League,Matchweek 14,Sun,Away,D,3,3,Manchester City,0.5,2.6,45,53473,Son Heung-min,4-2-3-1,3-2-4-1,Simon Hooper,Match Report,,3,8,4,20.7,0.0,0,0,0.5,0.5,4,2,0,2.3,0.0,11.0,48.0,5.0,25.0,10.0,25.0,17.0,0.0,0.0,6.8,426.0,509.0,6987.0,2425.0,3,0.4,0.4,7.0,17.0,4.0,2.0,24.0,453.0,54.0,16.0,0.0,0.0,14,16.0,8.0,3.0,2.0,0.0,2.0,16.0,10.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,13.0,6,11.0,2.0,0.0,6.0,15.0,40.0,9.0,17.0,4.0,13.0,4,17,37.0,4.0,45.0,634.0,132.0,344.0,208.0,85.0,18.0,634.0,12.0,5.0,6.0,327.0,1654.0,680.0,14.0,6.0,8.0,22.0,1.0,423.0,24.0,4,0,0,14,13,2,14,4,6,0.0,0.0,1,44.0,7.0,9.0,2023-2024,Tottenham Hotspur
2023-12-07,20:15,Premier League,Matchweek 15,Thu,Home,L,1,2,West Ham,1.8,2.2,74,61171,Son Heung-min,4-2-3-1,4-3-3,Michael Salisbury,Match Report,,1,23,6,17.1,1.0,0,0,1.8,1.8,5,3,0,3.0,0.0,1.0,29.0,4.0,17.6,5.0,11.8,8.0,1.0,1.0,12.7,740.0,831.0,10747.0,3548.0,1,1.4,2.5,19.0,72.0,32.0,1.0,106.0,783.0,47.0,17.0,7.0,2.0,28,14.0,8.0,3.0,4.0,0.0,1.0,11.0,31.0,6.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,13,6.0,7.0,5.0,9.0,13.0,69.2,4.0,9.0,2.0,7.0,10,28,13.0,1.0,74.0,938.0,56.0,190.0,332.0,423.0,58.0,938.0,18.0,8.0,8.0,684.0,3497.0,1891.0,36.0,31.0,12.0,15.0,15.0,736.0,106.0,3,0,0,11,10,1,28,10,13,0.0,0.0,0,58.0,11.0,8.0,2023-2024,Tottenham Hotspur
2023-12-10,16:30,Premier League,Matchweek 16,Sun,Home,W,4,1,Newcastle Utd,3.8,1.7,56,61171,Son Heung-min,4-2-3-1,4-3-3,Chris Kavanagh,Match Report,,4,22,10,15.5,0.0,1,1,3.8,3.0,3,2,0,1.0,5.0,9.0,31.0,7.0,32.1,5.0,18.2,15.0,0.0,0.0,7.0,492.0,584.0,8021.0,2886.0,3,3.0,1.8,20.0,42.0,11.0,2.0,53.0,538.0,45.0,14.0,4.0,1.0,19,21.0,3.0,1.0,2.0,0.0,1.0,16.0,35.0,3.0,3.0,0.0,1.0,2.0,6.0,0.0,1.0,0.0,1.0,0.0,31.0,22,15.0,10.0,6.0,13.0,21.0,61.9,8.0,12.0,2.0,10.0,10,41,13.0,2.0,56.0,699.0,65.0,186.0,330.0,193.0,41.0,698.0,27.0,16.0,10.0,438.0,2482.0,1245.0,31.0,15.0,15.0,12.0,17.0,491.0,53.0,1,0,0,10,12,1,19,10,22,1.0,0.0,0,54.0,12.0,3.0,2023-2024,Tottenham Hotspur
2023-12-15,20:00,Premier League,Matchweek 17,Fri,Away,W,2,0,Nott'ham Forest,1.5,1.3,66,29296,Son Heung-min,4-2-3-1,3-5-2,Jarred Gillett,Match Report,,2,12,6,12.5,0.0,0,0,1.5,1.5,1,1,1,0.4,2.0,6.0,22.0,3.0,28.0,8.0,19.6,22.0,0.0,1.0,9.8,507.0,581.0,8853.0,2836.0,1,1.5,1.3,10.0,45.0,9.0,2.0,50.0,532.0,49.0,21.0,3.0,1.0,16,15.0,4.0,2.0,0.0,0.0,0.0,11.0,16.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,11,9.0,8.0,2.0,9.0,13.0,69.2,4.0,11.0,5.0,6.0,5,24,27.0,0.0,66.0,701.0,74.0,192.0,348.0,165.0,22.0,701.0,19.0,7.0,11.0,406.0,2427.0,1378.0,21.0,21.0,3.0,17.0,18.0,496.0,50.0,4,1,0,11,15,0,16,5,11,0.0,0.0,0,48.0,18.0,13.0,2023-2024,Tottenham Hotspur
2023-12-23,15:00,Premier League,Matchweek 18,Sat,Home,W,2,1,Everton,1.5,1.8,61,61808,Son Heung-min,4-2-3-1,4-2-3-1,Stuart Attwell,Match Report,,2,13,6,15.1,0.0,0,0,1.5,1.5,8,7,0,2.2,1.0,10.0,66.0,12.0,24.3,11.0,28.5,16.0,3.0,5.0,20.6,522.0,625.0,8902.0,3238.0,1,1.3,0.7,11.0,26.0,11.0,3.0,35.0,566.0,57.0,21.0,0.0,3.0,8,20.0,3.0,1.0,1.0,0.0,2.0,12.0,21.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,23.0,15,13.0,6.0,4.0,16.0,24.0,66.7,8.0,13.0,4.0,9.0,12,35,23.0,1.0,61.0,757.0,113.0,358.0,293.0,112.0,23.0,757.0,21.0,10.0,10.0,430.0,2181.0,1176.0,21.0,11.0,6.0,19.0,7.0,519.0,35.0,1,0,0,6,17,2,8,12,15,0.0,0.0,0,47.0,5.0,13.0,2023-2024,Tottenham Hotspur
2023-12-28,19:30,Premier League,Matchweek 19,Thu,Away,L,2,4,Brighton,2.3,3.2,55,31675,Son Heung-min,4-2-3-1,4-1-2-1-2,Jarred Gillett,Match Report,,2,19,3,15.2,1.0,0,0,2.3,2.3,9,5,0,4.7,1.0,8.0,42.0,7.0,27.5,5.0,17.0,10.0,0.0,1.0,15.5,491.0,597.0,7913.0,3016.0,2,2.0,2.0,16.0,45.0,26.0,5.0,69.0,536.0,56.0,18.0,1.0,3.0,26,22.0,6.0,4.0,0.0,0.0,5.0,9.0,27.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,8,8.0,7.0,1.0,8.0,14.0,57.1,6.0,8.0,2.0,6.0,11,27,12.0,1.0,55.0,714.0,75.0,215.0,288.0,215.0,56.0,714.0,20.0,13.0,6.0,414.0,2178.0,1090.0,25.0,14.0,12.0,14.0,10.0,485.0,68.0,2,0,0,6,18,5,26,11,8,0.0,2.0,0,65.0,8.0,8.0,2023-2024,Tottenham Hotspur
2023-12-31,14:00,Premier League,Matchweek 20,Sun,Home,W,3,1,Bournemouth,2.3,1.7,50,61780,Son Heung-min,4-3-3,4-2-3-1,Simon Hooper,Match Report,,3,12,6,14.7,0.0,0,0,2.3,2.3,4,3,0,0.8,5.0,17.0,35.0,7.0,31.5,13.0,34.4,26.0,0.0,0.0,7.5,378.0,473.0,6263.0,2456.0,3,2.2,1.6,9.0,19.0,6.0,1.0,36.0,415.0,54.0,21.0,5.0,2.0,12,14.0,4.0,2.0,1.0,0.0,4.0,7.0,16.0,1.0,1.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,23.0,11,13.0,6.0,4.0,12.0,20.0,60.0,8.0,19.0,11.0,8.0,7,30,24.0,0.0,50.0,610.0,100.0,267.0,232.0,121.0,34.0,610.0,19.0,8.0,8.0,261.0,1802.0,929.0,28.0,13.0,9.0,23.0,11.0,371.0,36.0,3,0,0,9,18,4,12,7,11,0.0,0.0,0,43.0,9.0,21.0,2023-2024,Tottenham Hotspur
2024-01-14,16:30,Premier League,Matchweek 21,Sun,Away,D,2,2,Manchester Utd,1.2,0.8,63,73489,Cristian Romero,4-3-3,4-2-3-1,John Brooks,Match Report,,2,16,5,14.4,0.0,0,0,1.2,1.2,2,0,0,0.9,1.0,2.0,36.0,10.0,19.2,9.0,18.4,15.0,2.0,1.0,16.8,533.0,624.0,9425.0,3359.0,2,1.1,0.8,13.0,37.0,3.0,0.0,49.0,566.0,54.0,10.0,2.0,3.0,36,19.0,13.0,5.0,7.0,0.0,4.0,12.0,21.0,5.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,22.0,12,12.0,5.0,5.0,12.0,27.0,44.4,15.0,17.0,3.0,14.0,13,35,16.0,0.0,63.0,746.0,70.0,235.0,340.0,174.0,33.0,746.0,18.0,6.0,10.0,390.0,2198.0,1256.0,27.0,14.0,12.0,17.0,11.0,528.0,49.0,1,0,0,5,8,4,36,13,12,0.0,0.0,0,46.0,8.0,7.0,2023-2024,Tottenham Hotspur
2024-01-31,19:30,Premier League,Matchweek 22,Wed,Home,W,3,2,Brentford,2.9,1.6,67,61210,Cristian Romero,4-2-3-1,3-5-2,David Coote,Match Report,,3,19,5,14.3,0.0,0,0,2.9,2.9,5,3,0,1.8,1.0,7.0,28.0,4.0,28.2,7.0,22.3,15.0,1.0,2.0,19.5,547.0,657.0,8005.0,2723.0,1,1.8,1.7,13.0,62.0,9.0,0.0,62.0,607.0,48.0,18.0,2.0,0.0,18,15.0,5.0,4.0,0.0,0.0,2.0,13.0,24.0,1.0,3.0,5.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,23.0,15,8.0,9.0,6.0,13.0,18.0,72.2,5.0,11.0,1.0,10.0,9,32,32.0,2.0,67.0,805.0,73.0,176.0,318.0,322.0,39.0,805.0,16.0,8.0,8.0,564.0,2949.0,1530.0,36.0,33.0,15.0,23.0,11.0,544.0,62.0,2,0,0,13,14,2,18,9,15,0.0,0.0,0,53.0,9.0,20.0,2023-2024,Tottenham Hotspur
2024-02-03,12:30,Premier League,Matchweek 23,Sat,Away,D,2,2,Everton,1.0,2.6,57,39321,Cristian Romero,4-2-3-1,4-4-1-1,Michael Oliver,Match Report,,2,9,6,17.8,0.0,0,0,1.0,1.0,4,2,0,2.2,1.0,7.0,48.0,10.0,23.9,8.0,20.5,24.0,3.0,0.0,5.0,421.0,547.0,6340.0,2504.0,2,0.9,0.5,7.0,17.0,4.0,0.0,26.0,487.0,59.0,13.0,0.0,1.0,11,30.0,5.0,0.0,3.0,0.0,1.0,12.0,11.0,1.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,13,16.0,5.0,1.0,5.0,13.0,38.5,8.0,10.0,3.0,7.0,11,33,34.0,1.0,57.0,680.0,98.0,295.0,275.0,113.0,17.0,680.0,25.0,9.0,14.0,376.0,1631.0,747.0,15.0,8.0,5.0,20.0,11.0,416.0,25.0,0,0,0,14,8,1,11,11,13,0.0,0.0,0,57.0,13.0,22.0,2023-2024,Tottenham Hotspur
2024-02-10,15:00,Premier League,Matchweek 24,Sat,Home,W,2,1,Brighton,1.6,1.2,52,61445,Cristian Romero,4-2-3-1,4-2-3-1,Samuel Barrott,Match Report,,2,16,6,17.1,1.0,0,0,1.6,1.6,3,2,0,2.1,0.0,6.0,40.0,2.0,23.9,2.0,15.0,14.0,0.0,1.0,26.0,471.0,574.0,7155.0,2554.0,1,1.3,1.3,10.0,37.0,12.0,2.0,44.0,518.0,52.0,18.0,5.0,0.0,20,21.0,9.0,5.0,1.0,0.0,4.0,14.0,21.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,3,3.0,5.0,2.0,4.0,12.0,33.3,8.0,9.0,2.0,7.0,15,25,22.0,0.0,52.0,679.0,73.0,209.0,277.0,202.0,29.0,679.0,20.0,11.0,6.0,443.0,2273.0,927.0,23.0,20.0,8.0,10.0,10.0,467.0,44.0,2,0,0,14,13,4,20,15,3,0.0,1.0,0,56.0,10.0,3.0,2023-2024,Tottenham Hotspur
2024-02-17,15:00,Premier League,Matchweek 25,Sat,Home,L,1,2,Wolves,1.6,1.8,71,61532,Son Heung-min,4-2-3-1,3-4-3,Anthony Taylor,Match Report,,1,15,4,14.3,0.0,0,0,1.6,1.6,7,5,0,1.7,1.0,2.0,27.0,4.0,20.2,8.0,14.9,9.0,0.0,2.0,32.5,693.0,809.0,10812.0,3801.0,0,1.3,1.8,12.0,69.0,20.0,3.0,97.0,751.0,57.0,15.0,1.0,1.0,35,21.0,10.0,8.0,1.0,0.0,1.0,15.0,17.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,23.0,13,10.0,8.0,5.0,11.0,18.0,61.1,7.0,9.0,1.0,8.0,14,37,9.0,0.0,71.0,912.0,52.0,180.0,343.0,394.0,49.0,912.0,17.0,11.0,5.0,673.0,3054.0,1494.0,21.0,21.0,9.0,16.0,11.0,691.0,97.0,0,0,0,8,13,1,35,14,13,0.0,0.0,0,51.0,13.0,8.0,2023-2024,Tottenham Hotspur
2024-03-02,15:00,Premier League,Matchweek 27,Sat,Home,W,3,1,Crystal Palace,1.9,0.3,78,61339,Son Heung-min,4-2-3-1,3-4-3,John Brooks,Match Report,,3,14,6,13.5,0.0,0,0,1.9,1.9,1,0,0,0.6,1.0,2.0,34.0,3.0,18.5,3.0,14.0,6.0,1.0,2.0,25.0,755.0,868.0,11834.0,3669.0,3,1.8,1.6,12.0,71.0,17.0,2.0,92.0,812.0,54.0,21.0,2.0,1.0,28,17.0,11.0,5.0,5.0,0.0,2.0,15.0,19.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,18.0,11,5.0,3.0,10.0,15.0,19.0,78.9,4.0,9.0,1.0,8.0,5,23,9.0,0.0,78.0,964.0,46.0,173.0,498.0,296.0,35.0,964.0,20.0,7.0,10.0,662.0,3550.0,1664.0,38.0,26.0,3.0,15.0,6.0,752.0,92.0,1,0,0,7,16,2,28,5,11,0.0,0.0,0,53.0,16.0,15.0,2023-2024,Tottenham Hotspur
2024-03-10,13:00,Premier League,Matchweek 28,Sun,Away,W,4,0,Aston Villa,1.5,0.8,68,42310,Son Heung-min,4-2-3-1,5-3-2,Chris Kavanagh,Match Report,,4,9,5,14.9,0.0,0,0,1.5,1.5,1,1,1,0.1,1.0,1.0,33.0,4.0,20.9,5.0,14.8,11.0,3.0,2.0,11.3,669.0,742.0,10477.0,3466.0,4,1.5,1.3,8.0,40.0,7.0,2.0,44.0,700.0,40.0,16.0,8.0,2.0,14,14.0,4.0,0.0,0.0,0.0,2.0,14.0,15.0,1.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,19.0,14,7.0,10.0,2.0,8.0,18.0,44.4,10.0,11.0,7.0,4.0,18,37,14.0,1.0,68.0,848.0,64.0,226.0,457.0,174.0,26.0,848.0,24.0,9.0,12.0,578.0,2683.0,1237.0,23.0,16.0,10.0,16.0,7.0,666.0,44.0,2,0,0,15,11,2,14,18,14,0.0,0.0,0,49.0,4.0,6.0,2023-2024,Tottenham Hotspur
2024-03-16,17:30,Premier League,Matchweek 29,Sat,Away,L,0,3,Fulham,2.4,2.6,57,24410,Son Heung-min,4-2-3-1,4-2-3-1,Robert Jones,Match Report,,0,14,5,14.0,0.0,0,0,2.4,2.4,7,4,0,2.6,2.0,4.0,24.0,5.0,24.3,6.0,13.2,11.0,0.0,3.0,19.0,481.0,580.0,7878.0,3044.0,0,2.4,1.7,13.0,42.0,11.0,1.0,53.0,537.0,39.0,9.0,1.0,2.0,10,15.0,5.0,2.0,2.0,0.0,4.0,16.0,23.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9,6.0,5.0,1.0,6.0,14.0,42.9,8.0,14.0,4.0,10.0,8,20,21.0,0.0,57.0,703.0,65.0,182.0,363.0,163.0,35.0,703.0,29.0,13.0,15.0,437.0,2330.0,1231.0,21.0,11.0,8.0,14.0,5.0,479.0,53.0,3,0,0,10,9,4,10,8,9,0.0,0.0,0,59.0,14.0,11.0,2023-2024,Tottenham Hotspur
2024-03-30,15:00,Premier League,Matchweek 30,Sat,Home,W,2,1,Luton Town,2.9,0.5,70,61534,Son Heung-min,4-2-3-1,4-3-3,Jarred Gillett,Match Report,,1,17,2,14.5,1.0,0,0,2.9,2.9,3,2,0,1.3,3.0,7.0,55.0,1.0,24.5,2.0,12.5,13.0,0.0,1.0,23.0,552.0,659.0,8985.0,2917.0,1,2.6,2.2,14.0,42.0,20.0,5.0,54.0,608.0,50.0,13.0,5.0,1.0,17,30.0,3.0,0.0,1.0,0.0,1.0,14.0,26.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,11,7.0,7.0,2.0,7.0,13.0,53.8,6.0,13.0,3.0,10.0,12,28,13.0,0.0,70.0,755.0,49.0,229.0,322.0,212.0,48.0,755.0,19.0,8.0,5.0,468.0,2595.0,1256.0,32.0,11.0,12.0,10.0,7.0,550.0,54.0,2,0,0,16,14,1,17,12,11,0.0,0.0,0,52.0,15.0,9.0,2023-2024,Tottenham Hotspur
2024-04-02,20:15,Premier League,Matchweek 31,Tue,Away,D,1,1,West Ham,1.0,1.5,67,62469,Son Heung-min,4-2-3-1,4-5-1,John Brooks,Match Report,,1,13,4,17.4,0.0,0,0,1.0,1.0,4,3,0,1.3,1.0,3.0,29.0,6.0,20.1,6.0,15.5,19.0,1.0,0.0,4.0,618.0,712.0,8903.0,2962.0,1,0.8,1.4,9.0,44.0,16.0,1.0,63.0,659.0,52.0,16.0,0.0,1.0,20,23.0,5.0,1.0,4.0,0.0,1.0,19.0,24.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,15,11.0,5.0,5.0,13.0,24.0,54.2,11.0,16.0,3.0,13.0,8,29,20.0,1.0,67.0,821.0,59.0,204.0,354.0,268.0,41.0,821.0,11.0,7.0,4.0,528.0,2781.0,1544.0,29.0,18.0,9.0,12.0,12.0,609.0,63.0,4,0,0,9,12,1,20,8,15,0.0,0.0,0,39.0,15.0,7.0,2023-2024,Tottenham Hotspur
2024-04-07,18:00,Premier League,Matchweek 32,Sun,Home,W,3,1,Nott'ham Forest,1.5,1.5,63,61098,Son Heung-min,4-2-3-1,4-2-3-1,Simon Hooper,Match Report,,2,17,7,20.2,1.0,0,0,1.5,1.5,6,5,0,1.4,2.0,2.0,33.0,4.0,19.5,6.0,15.8,11.0,1.0,1.0,12.7,603.0,710.0,9397.0,3288.0,2,1.1,1.6,13.0,52.0,13.0,2.0,72.0,663.0,45.0,13.0,0.0,2.0,24,12.0,12.0,1.0,1.0,0.0,2.0,16.0,27.0,3.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,17.0,11,7.0,10.0,0.0,10.0,24.0,41.7,14.0,9.0,0.0,9.0,10,27,14.0,0.0,63.0,795.0,57.0,174.0,353.0,270.0,34.0,795.0,15.0,5.0,6.0,523.0,2761.0,1519.0,37.0,16.0,9.0,11.0,4.0,596.0,72.0,2,0,0,11,12,2,24,10,11,0.0,0.0,0,53.0,11.0,5.0,2023-2024,Tottenham Hotspur
2024-04-13,12:30,Premier League,Matchweek 33,Sat,Away,L,0,4,Newcastle Utd,0.8,2.8,72,52147,Son Heung-min,4-2-3-1,4-3-3,Tim Robinson,Match Report,,0,11,2,19.0,0.0,0,0,0.8,0.8,5,1,0,2.3,1.0,12.0,43.0,2.0,28.9,10.0,17.7,23.0,0.0,2.0,21.0,523.0,614.0,7525.0,2181.0,0,0.7,0.9,10.0,36.0,10.0,3.0,32.0,558.0,53.0,15.0,2.0,0.0,14,20.0,3.0,1.0,0.0,0.0,3.0,10.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10,4.0,6.0,4.0,9.0,19.0,47.4,10.0,12.0,5.0,7.0,9,23,18.0,2.0,72.0,708.0,88.0,185.0,293.0,239.0,25.0,708.0,22.0,10.0,9.0,405.0,2061.0,931.0,16.0,10.0,6.0,15.0,3.0,517.0,32.0,4,0,0,12,14,3,14,9,10,0.0,0.0,0,35.0,7.0,14.0,2023-2024,Tottenham Hotspur
2024-04-28,14:00,Premier League,Matchweek 35,Sun,Home,L,2,3,Arsenal,2.3,1.0,62,61554,Son Heung-min,4-2-3-1,4-3-3,Michael Oliver,Match Report,,2,14,1,16.8,0.0,1,1,2.3,1.6,3,1,0,1.1,0.0,0.0,33.0,2.0,16.7,3.0,13.3,10.0,0.0,4.0,24.0,525.0,618.0,8052.0,2595.0,0,1.2,1.4,7.0,51.0,12.0,3.0,61.0,566.0,49.0,19.0,1.0,1.0,34,15.0,8.0,6.0,2.0,0.0,3.0,6.0,16.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,24.0,12,8.0,11.0,5.0,12.0,21.0,57.1,9.0,13.0,5.0,8.0,8,32,12.0,0.0,62.0,726.0,69.0,198.0,297.0,240.0,33.0,725.0,22.0,11.0,8.0,513.0,2641.0,1157.0,24.0,22.0,9.0,13.0,16.0,523.0,61.0,2,0,0,12,14,3,34,8,12,1.0,0.0,1,45.0,9.0,13.0,2023-2024,Tottenham Hotspur
