Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss_x,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Standard Gls,Standard Sh,Standard SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,SoTA,Saves,CS,PSxG,launched cmp,lauched att,passes att (gk),Thr,pass avglen,goal kick att,goal kick avglen,crosses faced,crosses stp,#OPA,sweeper avgdist,passes cmp,passes att,total passing dist,progressive passing dist,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Live,Dead,FK,TB,Sw,Crs,TI,CK,inswing conrner kicks,outswing corner kicks,straight corner kicks,passes offside,passes blocked,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl + Int,Clr,Err,Poss_y,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Season,Team
2023-11-25,15:00,Premier League,Matchweek 13,Sat,Away,W,2,1,Burnley,0.9,1.3,50,21319,Kurt Zouma,4-2-3-1,4-4-2,Samuel Barrott,Match Report,,1,11,3,13.2,0.0,0,0,0.9,0.9,5,4,0,1.4,10.0,20.0,29.0,5.0,36.0,9.0,49.0,13.0,1.0,0.0,12.0,393.0,522.0,6969.0,2427.0,1,0.7,1.1,9.0,20.0,7.0,4.0,29.0,469.0,52.0,12.0,1.0,5.0,19,24.0,5.0,3.0,1.0,0.0,1.0,13.0,13.0,4.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,14,9.0,10.0,1.0,9.0,14.0,64.3,5.0,6.0,0.0,6.0,7,27,12.0,1.0,50.0,621.0,55.0,172.0,349.0,105.0,21.0,621.0,22.0,13.0,8.0,375.0,1510.0,657.0,10.0,6.0,3.0,14.0,9.0,390.0,29.0,3,0,0,7,11,1,19,7,14,0.0,1.0,0,54.0,22.0,20.0,2023-2024,West Ham United
2023-12-03,14:00,Premier League,Matchweek 14,Sun,Home,D,1,1,Crystal Palace,1.1,0.9,55,62414,Tomáš Souček,4-2-3-1,4-3-3,Michael Oliver,Match Report,,1,9,3,15.7,1.0,0,0,1.1,1.1,2,1,0,0.6,2.0,5.0,21.0,4.0,28.8,5.0,19.0,10.0,0.0,0.0,12.0,477.0,612.0,8627.0,3127.0,1,1.0,1.2,7.0,43.0,10.0,3.0,57.0,569.0,41.0,6.0,2.0,7.0,23,26.0,2.0,1.0,1.0,0.0,2.0,15.0,14.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,12,8.0,8.0,1.0,5.0,11.0,45.5,6.0,16.0,4.0,12.0,9,26,19.0,1.0,55.0,727.0,49.0,214.0,370.0,150.0,19.0,727.0,16.0,9.0,5.0,435.0,2235.0,1046.0,15.0,12.0,2.0,18.0,18.0,468.0,52.0,2,0,0,17,7,2,23,9,12,0.0,0.0,0,69.0,29.0,27.0,2023-2024,West Ham United
2023-12-07,20:15,Premier League,Matchweek 15,Thu,Away,W,2,1,Tottenham,2.2,1.8,26,61171,Kurt Zouma,4-3-3,4-2-3-1,Michael Salisbury,Match Report,,2,11,5,15.0,0.0,0,0,2.2,2.2,6,5,0,1.0,10.0,24.0,25.0,6.0,40.5,10.0,53.7,23.0,1.0,0.0,6.5,201.0,290.0,3774.0,1878.0,0,0.2,0.4,5.0,13.0,4.0,1.0,20.0,244.0,40.0,12.0,0.0,8.0,15,12.0,4.0,2.0,2.0,0.0,6.0,8.0,10.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,23.0,15,14.0,7.0,2.0,8.0,16.0,50.0,8.0,18.0,7.0,11.0,15,38,26.0,0.0,26.0,412.0,88.0,205.0,128.0,84.0,11.0,412.0,13.0,4.0,9.0,221.0,1125.0,443.0,7.0,8.0,1.0,15.0,9.0,200.0,20.0,3,0,0,12,10,6,15,15,15,0.0,0.0,0,53.0,8.0,11.0,2023-2024,West Ham United
2023-12-10,14:00,Premier League,Matchweek 16,Sun,Away,L,0,5,Fulham,1.3,2.3,37,23988,Kurt Zouma,4-4-1-1,4-2-3-1,Paul Tierney,Match Report,,0,9,5,19.2,1.0,0,0,1.3,1.3,8,3,0,3.9,2.0,8.0,20.0,8.0,29.5,8.0,38.5,14.0,1.0,1.0,9.5,383.0,473.0,6658.0,2129.0,0,1.2,0.7,6.0,20.0,4.0,1.0,29.0,432.0,41.0,4.0,1.0,4.0,18,17.0,6.0,3.0,3.0,0.0,0.0,8.0,11.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7,4.0,4.0,2.0,5.0,15.0,33.3,10.0,13.0,1.0,12.0,12,22,13.0,0.0,37.0,571.0,47.0,157.0,306.0,110.0,10.0,571.0,21.0,9.0,10.0,344.0,1374.0,689.0,5.0,9.0,0.0,14.0,11.0,382.0,29.0,1,0,0,10,5,0,18,12,7,0.0,0.0,0,48.0,5.0,14.0,2023-2024,West Ham United
2023-12-17,14:00,Premier League,Matchweek 17,Sun,Home,W,3,0,Wolves,1.1,0.7,45,62455,Kurt Zouma,4-2-3-1,3-4-3,Chris Kavanagh,Match Report,,3,13,4,19.8,2.0,0,0,1.1,1.1,3,3,1,0.5,6.0,16.0,29.0,4.0,37.6,4.0,29.8,23.0,3.0,0.0,8.8,370.0,473.0,6043.0,2587.0,3,1.0,0.5,10.0,38.0,6.0,2.0,44.0,425.0,47.0,15.0,0.0,4.0,14,21.0,6.0,4.0,1.0,0.0,1.0,17.0,17.0,2.0,2.0,0.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,18.0,12,7.0,8.0,3.0,6.0,14.0,42.9,8.0,12.0,7.0,5.0,10,28,24.0,0.0,45.0,594.0,67.0,178.0,269.0,153.0,15.0,594.0,19.0,12.0,7.0,329.0,1656.0,673.0,16.0,11.0,4.0,16.0,18.0,363.0,44.0,3,0,0,12,15,1,14,10,12,0.0,0.0,0,59.0,21.0,15.0,2023-2024,West Ham United
2023-12-23,12:30,Premier League,Matchweek 18,Sat,Home,W,2,0,Manchester Utd,1.2,1.0,35,64472,Kurt Zouma,4-2-3-1,4-2-3-1,Simon Hooper,Match Report,,2,12,5,13.8,0.0,0,0,1.2,1.2,3,3,1,0.7,7.0,21.0,25.0,3.0,43.4,7.0,36.7,12.0,1.0,0.0,17.0,272.0,357.0,4948.0,2068.0,1,0.6,0.6,6.0,23.0,7.0,1.0,34.0,313.0,43.0,16.0,1.0,3.0,17,15.0,4.0,4.0,0.0,0.0,1.0,8.0,14.0,2.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,19.0,17,8.0,7.0,4.0,11.0,15.0,73.3,4.0,10.0,2.0,8.0,7,26,30.0,1.0,35.0,488.0,61.0,162.0,229.0,102.0,15.0,488.0,24.0,9.0,11.0,221.0,1110.0,478.0,10.0,6.0,4.0,18.0,9.0,269.0,34.0,2,0,0,13,14,1,17,7,17,0.0,0.0,0,44.0,10.0,16.0,2023-2024,West Ham United
2023-12-28,20:15,Premier League,Matchweek 19,Thu,Away,W,2,0,Arsenal,1.4,2.7,27,60261,Angelo Ogbonna,4-2-3-1,4-3-3,Michael Oliver,Match Report,,2,5,2,17.4,0.0,0,1,1.4,0.6,8,8,1,1.2,10.0,32.0,25.0,1.0,50.6,16.0,45.4,23.0,1.0,0.0,8.0,196.0,292.0,3513.0,1582.0,2,0.5,0.6,2.0,7.0,1.0,0.0,10.0,247.0,44.0,7.0,3.0,1.0,8,17.0,3.0,1.0,2.0,0.0,1.0,10.0,4.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,24.0,11,21.0,2.0,1.0,14.0,19.0,73.7,5.0,20.0,10.0,10.0,8,32,43.0,0.0,27.0,443.0,113.0,238.0,154.0,58.0,13.0,442.0,16.0,5.0,9.0,161.0,1155.0,547.0,6.0,5.0,2.0,12.0,11.0,194.0,9.0,0,0,0,8,7,1,8,8,11,1.0,0.0,0,43.0,12.0,17.0,2023-2024,West Ham United
2024-01-02,19:30,Premier League,Matchweek 20,Tue,Home,D,0,0,Brighton,0.7,2.3,32,62462,Angelo Ogbonna,4-2-3-1,4-3-1-2,Samuel Barrott,Match Report,,0,6,2,16.0,0.0,0,0,0.7,0.7,8,8,1,1.5,11.0,21.0,28.0,6.0,39.3,10.0,42.5,8.0,0.0,0.0,5.0,332.0,425.0,5737.0,2175.0,0,0.2,0.2,3.0,25.0,7.0,2.0,25.0,385.0,37.0,7.0,1.0,3.0,17,17.0,2.0,1.0,1.0,0.0,3.0,8.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,14,9.0,8.0,1.0,8.0,11.0,72.7,3.0,11.0,5.0,6.0,14,32,25.0,0.0,32.0,527.0,79.0,216.0,206.0,109.0,19.0,527.0,12.0,5.0,6.0,290.0,1606.0,812.0,18.0,9.0,6.0,5.0,6.0,331.0,25.0,1,0,0,4,6,3,17,14,14,0.0,0.0,0,43.0,8.0,11.0,2023-2024,West Ham United
2024-01-21,14:00,Premier League,Matchweek 21,Sun,Away,D,2,2,Sheffield Utd,2.3,2.5,43,29164,Kurt Zouma,4-4-1-1,4-1-4-1,Michael Salisbury,Match Report,,2,15,4,14.9,0.0,1,1,2.3,1.5,6,4,0,2.0,2.0,10.0,19.0,5.0,34.5,8.0,34.6,13.0,3.0,0.0,6.8,298.0,409.0,4748.0,2030.0,0,0.8,0.4,11.0,20.0,5.0,0.0,27.0,360.0,47.0,11.0,0.0,4.0,8,24.0,1.0,1.0,0.0,0.0,2.0,8.0,16.0,4.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,18.0,8,8.0,9.0,1.0,10.0,25.0,40.0,15.0,16.0,8.0,8.0,11,29,22.0,0.0,43.0,548.0,66.0,207.0,228.0,121.0,32.0,547.0,15.0,7.0,7.0,278.0,1420.0,760.0,15.0,8.0,8.0,15.0,10.0,297.0,27.0,3,1,1,10,10,2,8,11,8,1.0,1.0,0,45.0,21.0,18.0,2023-2024,West Ham United
2024-02-01,19:30,Premier League,Matchweek 22,Thu,Home,D,1,1,Bournemouth,1.4,1.2,48,62478,Kurt Zouma,4-3-2-1,4-2-3-1,Tim Robinson,Match Report,,1,8,2,17.1,0.0,1,1,1.4,0.6,4,3,0,0.6,4.0,11.0,21.0,4.0,34.3,6.0,46.0,10.0,0.0,0.0,4.0,383.0,500.0,6187.0,2610.0,0,0.6,0.6,7.0,26.0,2.0,1.0,35.0,453.0,46.0,13.0,1.0,2.0,20,24.0,1.0,1.0,0.0,0.0,1.0,16.0,11.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,19,13.0,11.0,3.0,11.0,18.0,61.1,7.0,16.0,2.0,14.0,5,32,26.0,1.0,48.0,640.0,57.0,217.0,303.0,132.0,15.0,639.0,27.0,12.0,12.0,323.0,2039.0,955.0,19.0,11.0,6.0,19.0,9.0,381.0,35.0,1,0,0,13,11,1,20,5,19,1.0,0.0,0,67.0,24.0,18.0,2023-2024,West Ham United
2024-02-04,14:00,Premier League,Matchweek 23,Sun,Away,L,0,3,Manchester Utd,1.4,0.7,49,73612,Kurt Zouma,4-2-3-1,4-2-3-1,Andy Madley,Match Report,,0,22,3,18.9,1.0,0,0,1.4,1.4,5,2,0,1.0,4.0,8.0,14.0,3.0,34.5,6.0,33.2,4.0,1.0,0.0,4.0,447.0,536.0,7446.0,2339.0,0,0.8,0.7,14.0,53.0,5.0,1.0,42.0,489.0,47.0,10.0,1.0,2.0,32,19.0,8.0,2.0,6.0,0.0,0.0,14.0,28.0,3.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11,11.0,5.0,0.0,9.0,18.0,50.0,9.0,9.0,2.0,7.0,11,27,19.0,0.0,49.0,649.0,48.0,159.0,294.0,205.0,22.0,649.0,27.0,14.0,10.0,414.0,2299.0,1216.0,20.0,19.0,7.0,10.0,8.0,444.0,42.0,1,0,0,5,10,0,32,11,11,0.0,0.0,0,45.0,8.0,12.0,2023-2024,West Ham United
2024-02-11,14:00,Premier League,Matchweek 24,Sun,Home,L,0,6,Arsenal,0.2,3.6,30,62475,Kurt Zouma,4-2-3-1,4-3-3,Craig Pawson,Match Report,,0,5,1,19.9,0.0,0,0,0.2,0.2,12,6,0,3.8,4.0,18.0,22.0,5.0,40.6,10.0,47.5,22.0,0.0,0.0,,229.0,321.0,3870.0,1237.0,0,0.1,0.1,1.0,12.0,0.0,0.0,19.0,272.0,47.0,13.0,0.0,3.0,12,15.0,2.0,2.0,0.0,0.0,2.0,10.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11,8.0,8.0,5.0,10.0,18.0,55.6,8.0,3.0,3.0,0.0,5,26,23.0,0.0,30.0,408.0,71.0,160.0,177.0,74.0,6.0,408.0,10.0,4.0,5.0,205.0,1214.0,535.0,9.0,7.0,3.0,12.0,7.0,225.0,19.0,4,0,0,17,11,2,12,5,11,0.0,1.0,0,33.0,11.0,12.0,2023-2024,West Ham United
2024-02-17,15:00,Premier League,Matchweek 25,Sat,Away,L,0,2,Nott'ham Forest,0.5,2.8,51,29490,Kurt Zouma,4-2-3-1,4-2-3-1,Thomas Bramall,Match Report,,0,10,3,18.9,1.0,0,0,0.5,0.5,8,6,0,1.4,3.0,7.0,20.0,4.0,28.8,6.0,38.3,10.0,0.0,0.0,9.3,374.0,474.0,6785.0,2474.0,0,0.2,0.3,4.0,45.0,3.0,1.0,44.0,432.0,41.0,13.0,3.0,3.0,22,17.0,2.0,1.0,1.0,0.0,1.0,9.0,9.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12,8.0,7.0,2.0,7.0,11.0,63.6,4.0,9.0,4.0,5.0,6,23,15.0,0.0,51.0,584.0,48.0,146.0,291.0,150.0,17.0,584.0,19.0,7.0,10.0,352.0,1984.0,1015.0,17.0,7.0,2.0,9.0,11.0,370.0,42.0,6,1,1,15,12,1,22,6,12,0.0,0.0,0,56.0,10.0,6.0,2023-2024,West Ham United
2024-02-26,20:00,Premier League,Matchweek 26,Mon,Home,W,4,2,Brentford,1.7,0.9,41,62450,Kurt Zouma,4-2-3-1,3-5-2,Simon Hooper,Match Report,,4,17,6,17.7,0.0,0,0,1.7,1.7,7,5,0,1.4,4.0,15.0,15.0,2.0,49.7,5.0,54.0,27.0,1.0,0.0,6.0,328.0,433.0,4859.0,1981.0,3,1.6,1.2,14.0,26.0,11.0,5.0,38.0,394.0,37.0,11.0,0.0,3.0,16,17.0,1.0,1.0,0.0,0.0,2.0,11.0,23.0,0.0,3.0,1.0,0.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,15.0,11,4.0,7.0,4.0,9.0,14.0,64.3,5.0,14.0,6.0,8.0,17,32,38.0,0.0,41.0,588.0,66.0,187.0,234.0,178.0,23.0,588.0,29.0,12.0,16.0,279.0,1766.0,845.0,18.0,20.0,6.0,14.0,15.0,325.0,38.0,1,0,0,5,9,2,16,17,11,0.0,0.0,0,53.0,23.0,15.0,2023-2024,West Ham United
2024-03-02,15:00,Premier League,Matchweek 27,Sat,Away,W,3,1,Everton,1.9,2.7,45,39262,Kurt Zouma,4-2-3-1,4-4-1-1,Craig Pawson,Match Report,,3,12,5,14.2,0.0,0,0,1.9,1.9,10,8,0,4.1,8.0,20.0,27.0,11.0,38.3,9.0,46.7,20.0,1.0,2.0,12.1,339.0,458.0,5716.0,2537.0,3,1.5,1.5,9.0,29.0,7.0,3.0,31.0,412.0,45.0,11.0,6.0,2.0,21,18.0,5.0,4.0,0.0,0.0,1.0,16.0,15.0,3.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,23.0,7,13.0,7.0,3.0,10.0,17.0,58.8,7.0,15.0,8.0,7.0,13,36,33.0,0.0,45.0,599.0,85.0,236.0,239.0,131.0,22.0,599.0,18.0,12.0,5.0,241.0,1786.0,1017.0,21.0,13.0,5.0,13.0,5.0,339.0,31.0,2,0,0,6,9,1,21,13,7,0.0,1.0,0,45.0,20.0,12.0,2023-2024,West Ham United
2024-03-10,14:00,Premier League,Matchweek 28,Sun,Home,D,2,2,Burnley,2.1,0.7,52,62441,Tomáš Souček,4-2-3-1,4-4-2,Darren England,Match Report,,2,22,4,14.8,0.0,0,0,2.1,2.1,4,3,0,0.6,8.0,12.0,30.0,4.0,32.9,3.0,32.0,7.0,2.0,2.0,14.6,354.0,499.0,5906.0,2693.0,0,0.9,0.6,12.0,22.0,11.0,3.0,30.0,439.0,55.0,20.0,0.0,3.0,26,25.0,4.0,1.0,3.0,0.0,5.0,9.0,23.0,4.0,3.0,3.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,16.0,11,10.0,5.0,1.0,11.0,21.0,52.4,10.0,12.0,6.0,6.0,10,26,16.0,0.0,52.0,618.0,56.0,191.0,289.0,145.0,32.0,618.0,25.0,11.0,11.0,309.0,1771.0,821.0,23.0,8.0,7.0,18.0,6.0,351.0,30.0,2,0,0,11,17,5,26,10,11,0.0,0.0,1,64.0,32.0,16.0,2023-2024,West Ham United
2024-03-17,14:00,Premier League,Matchweek 29,Sun,Home,D,1,1,Aston Villa,2.0,0.7,31,62461,Kurt Zouma,4-2-3-1,4-4-2,Jarred Gillett,Match Report,,1,13,4,15.9,1.0,0,0,2.0,2.0,5,4,0,1.3,5.0,11.0,20.0,6.0,39.3,3.0,45.0,14.0,1.0,0.0,5.8,223.0,307.0,3949.0,1731.0,1,1.8,1.5,9.0,19.0,5.0,3.0,25.0,266.0,37.0,13.0,2.0,3.0,21,12.0,7.0,5.0,2.0,0.0,4.0,12.0,14.0,2.0,0.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,8,4.0,7.0,2.0,7.0,21.0,33.3,14.0,17.0,4.0,13.0,8,21,27.0,0.0,31.0,429.0,71.0,167.0,161.0,106.0,23.0,429.0,15.0,6.0,7.0,206.0,1323.0,748.0,19.0,9.0,7.0,11.0,7.0,221.0,23.0,3,0,0,13,12,4,21,8,8,0.0,0.0,0,47.0,9.0,9.0,2023-2024,West Ham United
2024-03-30,12:30,Premier League,Matchweek 30,Sat,Away,L,3,4,Newcastle Utd,1.4,4.1,40,52199,Kurt Zouma,4-2-3-1,4-3-3,Robert Jones,Match Report,,3,10,4,14.1,0.0,0,0,1.4,1.4,9,5,0,3.6,10.0,26.0,23.0,5.0,45.4,15.0,60.3,16.0,1.0,0.0,6.8,266.0,379.0,4961.0,2221.0,3,1.4,0.8,9.0,25.0,7.0,3.0,29.0,327.0,50.0,10.0,4.0,6.0,13,16.0,4.0,1.0,0.0,0.0,2.0,11.0,12.0,1.0,2.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,21.0,13,11.0,7.0,3.0,2.0,10.0,20.0,8.0,12.0,8.0,4.0,6,27,21.0,0.0,40.0,502.0,82.0,173.0,240.0,100.0,20.0,502.0,26.0,13.0,12.0,196.0,1217.0,587.0,13.0,12.0,4.0,16.0,12.0,263.0,29.0,1,0,0,8,8,2,13,6,13,0.0,2.0,0,46.0,17.0,14.0,2023-2024,West Ham United
2024-04-02,20:15,Premier League,Matchweek 31,Tue,Home,D,1,1,Tottenham,1.5,1.0,33,62469,Kurt Zouma,4-5-1,4-2-3-1,John Brooks,Match Report,,1,11,4,16.6,1.0,0,0,1.5,1.5,4,3,0,1.1,7.0,15.0,17.0,2.0,47.4,5.0,47.2,16.0,1.0,0.0,3.5,262.0,353.0,5319.0,2289.0,1,1.3,0.9,7.0,30.0,6.0,2.0,32.0,303.0,47.0,9.0,1.0,5.0,24,22.0,9.0,9.0,0.0,0.0,3.0,17.0,13.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,7,10.0,5.0,1.0,4.0,11.0,36.4,7.0,20.0,4.0,16.0,8,24,21.0,0.0,33.0,467.0,63.0,131.0,208.0,131.0,21.0,467.0,29.0,11.0,13.0,213.0,1087.0,461.0,13.0,2.0,4.0,14.0,8.0,259.0,32.0,1,0,0,13,9,3,24,8,7,0.0,0.0,0,49.0,7.0,15.0,2023-2024,West Ham United
2024-04-06,15:00,Premier League,Matchweek 32,Sat,Away,W,2,1,Wolves,1.2,1.5,42,31504,Kurt Zouma,4-2-3-1,3-4-3,Tony Harrington,Match Report,,2,10,3,24.6,2.0,1,1,1.2,0.4,7,6,0,2.7,4.0,13.0,22.0,8.0,35.5,6.0,50.2,9.0,0.0,0.0,11.0,381.0,466.0,6340.0,2326.0,0,0.1,0.8,4.0,39.0,4.0,1.0,48.0,411.0,55.0,15.0,0.0,1.0,15,29.0,3.0,2.0,1.0,0.0,0.0,12.0,12.0,0.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,22.0,15,6.0,8.0,8.0,12.0,21.0,57.1,9.0,10.0,2.0,8.0,12,34,18.0,0.0,42.0,585.0,51.0,149.0,279.0,165.0,14.0,583.0,23.0,8.0,14.0,337.0,1654.0,754.0,9.0,7.0,4.0,18.0,21.0,378.0,48.0,2,0,0,7,14,0,15,12,15,0.0,1.0,0,40.0,13.0,7.0,2023-2024,West Ham United
2024-04-14,14:00,Premier League,Matchweek 33,Sun,Home,L,0,2,Fulham,0.9,3.2,58,62459,Łukasz Fabiański,4-2-3-1,4-2-3-1,Stuart Attwell,Match Report,,0,15,4,16.2,0.0,0,0,0.9,0.9,10,8,0,3.9,2.0,5.0,22.0,10.0,29.6,5.0,28.4,8.0,1.0,0.0,6.5,507.0,615.0,8348.0,2870.0,0,0.6,0.7,11.0,43.0,11.0,5.0,57.0,565.0,49.0,13.0,0.0,6.0,35,20.0,8.0,3.0,3.0,0.0,1.0,15.0,22.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8,9.0,4.0,3.0,8.0,15.0,53.3,7.0,10.0,3.0,7.0,7,23,12.0,3.0,58.0,745.0,56.0,186.0,326.0,237.0,24.0,745.0,37.0,17.0,14.0,410.0,2102.0,1152.0,24.0,14.0,4.0,15.0,12.0,503.0,56.0,1,0,0,6,12,1,35,7,8,0.0,0.0,0,49.0,14.0,14.0,2023-2024,West Ham United
2024-04-21,15:00,Premier League,Matchweek 34,Sun,Away,L,2,5,Crystal Palace,1.3,2.4,40,25145,Kurt Zouma,4-2-3-1,3-4-3,Graham Scott,Match Report,,1,4,1,10.8,0.0,0,0,1.3,1.3,7,3,0,3.0,9.0,21.0,26.0,3.0,45.8,9.0,38.3,7.0,0.0,0.0,,364.0,460.0,5978.0,2330.0,1,1.3,0.6,4.0,27.0,3.0,2.0,20.0,402.0,53.0,9.0,0.0,1.0,6,29.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,18,11.0,14.0,1.0,13.0,25.0,52.0,12.0,13.0,2.0,11.0,12,38,15.0,0.0,40.0,588.0,64.0,236.0,269.0,91.0,8.0,588.0,24.0,7.0,17.0,348.0,1522.0,469.0,5.0,8.0,3.0,23.0,22.0,362.0,20.0,2,0,0,9,8,5,6,12,18,0.0,0.0,1,57.0,11.0,13.0,2023-2024,West Ham United
2024-04-27,12:30,Premier League,Matchweek 35,Sat,Home,D,2,2,Liverpool,0.7,1.7,29,62474,Kurt Zouma,4-2-3-1,4-3-3,Anthony Taylor,Match Report,,2,11,8,17.0,0.0,0,0,0.7,0.7,8,7,0,0.9,9.0,27.0,27.0,3.0,47.2,14.0,49.8,28.0,1.0,0.0,6.0,199.0,301.0,3853.0,1803.0,2,0.6,0.6,8.0,10.0,6.0,2.0,17.0,250.0,50.0,14.0,1.0,3.0,15,15.0,4.0,1.0,2.0,0.0,1.0,6.0,8.0,4.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,21.0,9,11.0,10.0,0.0,7.0,19.0,36.8,12.0,13.0,6.0,7.0,11,32,36.0,0.0,29.0,438.0,98.0,203.0,154.0,86.0,19.0,438.0,16.0,9.0,7.0,192.0,1204.0,526.0,16.0,7.0,1.0,15.0,11.0,198.0,17.0,0,0,0,8,10,1,15,11,9,0.0,0.0,1,39.0,20.0,21.0,2023-2024,West Ham United
2024-05-05,14:00,Premier League,Matchweek 36,Sun,Away,L,0,5,Chelsea,0.9,4.1,31,39295,Kurt Zouma,4-2-3-1,4-2-3-1,Andy Madley,Match Report,,0,13,2,17.6,2.0,0,0,0.9,0.9,14,9,0,4.6,3.0,5.0,16.0,7.0,32.2,2.0,10.0,11.0,0.0,0.0,2.0,280.0,353.0,5171.0,1905.0,0,0.5,0.5,8.0,24.0,5.0,1.0,31.0,310.0,43.0,11.0,2.0,5.0,16,18.0,6.0,2.0,4.0,0.0,0.0,5.0,10.0,4.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8,7.0,6.0,2.0,6.0,20.0,30.0,14.0,11.0,7.0,4.0,7,22,21.0,0.0,31.0,447.0,58.0,150.0,180.0,122.0,16.0,447.0,29.0,18.0,9.0,258.0,1676.0,817.0,15.0,6.0,3.0,5.0,9.0,276.0,31.0,3,0,0,10,12,0,16,7,8,0.0,0.0,0,28.0,5.0,7.0,2023-2024,West Ham United
2024-05-11,15:00,Premier League,Matchweek 37,Sat,Home,W,3,1,Luton Town,3.2,0.3,58,62475,Kurt Zouma,4-2-3-1,3-4-3,Michael Oliver,Match Report,,3,24,8,16.5,1.0,0,0,3.2,3.2,1,0,0,0.6,4.0,8.0,20.0,1.0,31.9,4.0,53.5,13.0,2.0,0.0,3.5,411.0,507.0,7436.0,2839.0,1,2.0,1.7,14.0,25.0,11.0,4.0,32.0,453.0,52.0,13.0,2.0,9.0,19,26.0,7.0,2.0,4.0,0.0,2.0,11.0,31.0,3.0,1.0,2.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,18.0,13,10.0,5.0,3.0,7.0,16.0,43.8,9.0,9.0,2.0,7.0,8,26,23.0,0.0,58.0,629.0,62.0,218.0,248.0,170.0,38.0,629.0,18.0,8.0,9.0,361.0,1787.0,861.0,22.0,15.0,12.0,12.0,10.0,408.0,32.0,1,0,0,9,15,2,19,8,13,0.0,0.0,0,42.0,26.0,19.0,2023-2024,West Ham United
