Match ID,Season,Round,Home Team,Away Team,Home Coach,Away Coach
2021-2022_884,2021-2022,13,NOR,WOL,dean smith,bruno lage
2021-2022_885,2021-2022,13,BHA,LEE,graham potter,marcelo bielsa
2021-2022_886,2021-2022,13,BRE,EVE,thomas frank,rafa benitez
2021-2022_887,2021-2022,13,LEI,WAT,brendan rodgers,claudio ranieri
2021-2022_888,2021-2022,13,MCI,WHU,pep guardiola,david moyes
2021-2022_889,2021-2022,13,CHE,MUN,thomas tuchel,michael carrick
2021-2022_890,2021-2022,13,BUR,TOT,sean dyche,antonio conte
2021-2022_891,2021-2022,14,NEW,NOR,eddie howe,dean smith
2021-2022_892,2021-2022,14,LEE,CRY,marcelo bielsa,patrick vieira
2021-2022_893,2021-2022,14,WAT,CHE,claudio ranieri,thomas tuchel
2021-2022_894,2021-2022,14,WHU,BHA,david moyes,graham potter
2021-2022_895,2021-2022,14,WOL,BUR,bruno lage,sean dyche
2021-2022_896,2021-2022,14,SOU,LEI,ralph hasenhuttl,brendan rodgers
2021-2022_897,2021-2022,14,AVL,MCI,steven gerrard,pep guardiola
2021-2022_898,2021-2022,14,EVE,LIV,rafa benitez,jurgen klopp
2021-2022_899,2021-2022,14,TOT,BRE,antonio conte,thomas frank
2021-2022_900,2021-2022,14,MUN,ARS,michael carrick,mikel arteta
2021-2022_901,2021-2022,15,WHU,CHE,david moyes,thomas tuchel
2021-2022_902,2021-2022,15,SOU,BHA,ralph hasenhuttl,graham potter
2021-2022_903,2021-2022,15,NEW,BUR,eddie howe,sean dyche
2021-2022_904,2021-2022,15,WOL,LIV,bruno lage,jurgen klopp
2021-2022_905,2021-2022,15,WAT,MCI,claudio ranieri,pep guardiola
2021-2022_906,2021-2022,15,LEE,BRE,marcelo bielsa,thomas frank
2021-2022_907,2021-2022,15,MUN,CRY,ralf rangnick,patrick vieira
2021-2022_908,2021-2022,15,TOT,NOR,antonio conte,dean smith
2021-2022_909,2021-2022,15,AVL,LEI,steven gerrard,brendan rodgers
2021-2022_910,2021-2022,15,EVE,ARS,rafa benitez,mikel arteta
2021-2022_911,2021-2022,16,BRE,WAT,thomas frank,claudio ranieri
2021-2022_912,2021-2022,16,MCI,WOL,pep guardiola,bruno lage
2021-2022_913,2021-2022,16,ARS,SOU,mikel arteta,ralph hasenhuttl
2021-2022_914,2021-2022,16,CHE,LEE,thomas tuchel,marcelo bielsa
2021-2022_915,2021-2022,16,LIV,AVL,jurgen klopp,steven gerrard
2021-2022_916,2021-2022,16,NOR,MUN,dean smith,ralf rangnick
2021-2022_917,2021-2022,16,BUR,WHU,sean dyche,david moyes
2021-2022_918,2021-2022,16,LEI,NEW,brendan rodgers,eddie howe
2021-2022_919,2021-2022,16,CRY,EVE,patrick vieira,rafa benitez
2021-2022_920,2021-2022,16,BHA,TOT,graham potter,antonio conte
2021-2022_921,2021-2022,17,NOR,AVL,dean smith,steven gerrard
2021-2022_922,2021-2022,17,MCI,LEE,pep guardiola,marcelo bielsa
2021-2022_923,2021-2022,17,BHA,WOL,graham potter,bruno lage
2021-2022_924,2021-2022,17,CRY,SOU,patrick vieira,ralph hasenhuttl
2021-2022_925,2021-2022,17,ARS,WHU,mikel arteta,david moyes
2021-2022_926,2021-2022,17,CHE,EVE,thomas tuchel,rafa benitez
2021-2022_927,2021-2022,17,LIV,NEW,jurgen klopp,eddie howe
2021-2022_928,2021-2022,17,LEI,TOT,brendan rodgers,antonio conte
2021-2022_929,2021-2022,17,BRE,MUN,thomas frank,ralf rangnick
2021-2022_930,2021-2022,17,BUR,WAT,sean dyche,roy hodgson
2021-2022_931,2021-2022,18,LEE,ARS,marcelo bielsa,mikel arteta
2021-2022_932,2021-2022,18,NEW,MCI,eddie howe,pep guardiola
2021-2022_933,2021-2022,18,WOL,CHE,bruno lage,thomas tuchel
2021-2022_934,2021-2022,18,TOT,LIV,antonio conte,jurgen klopp
2021-2022_935,2021-2022,18,SOU,BRE,ralph hasenhuttl,thomas frank
2021-2022_936,2021-2022,18,WHU,NOR,david moyes,dean smith
2021-2022_937,2021-2022,18,MUN,BHA,ralf rangnick,graham potter
2021-2022_938,2021-2022,18,WAT,CRY,roy hodgson,patrick vieira
2021-2022_939,2021-2022,18,EVE,LEI,frank lampard,brendan rodgers
2021-2022_940,2021-2022,18,AVL,BUR,steven gerrard,michael jackson
2021-2022_941,2021-2022,19,MCI,LEI,pep guardiola,brendan rodgers
2021-2022_942,2021-2022,19,NOR,ARS,dean smith,mikel arteta
2021-2022_943,2021-2022,19,TOT,CRY,antonio conte,patrick vieira
2021-2022_944,2021-2022,19,WHU,SOU,david moyes,ralph hasenhuttl
2021-2022_945,2021-2022,19,AVL,CHE,steven gerrard,thomas tuchel
2021-2022_946,2021-2022,19,BHA,BRE,graham potter,thomas frank
2021-2022_947,2021-2022,19,NEW,MUN,eddie howe,ralf rangnick
2021-2022_948,2021-2022,19,LIV,LEE,jurgen klopp,marcelo bielsa
2021-2022_949,2021-2022,19,WOL,WAT,bruno lage,roy hodgson
2021-2022_950,2021-2022,19,BUR,EVE,sean dyche,frank lampard
2021-2022_951,2021-2022,20,CRY,NOR,patrick vieira,dean smith
2021-2022_952,2021-2022,20,SOU,TOT,ralph hasenhuttl,antonio conte
2021-2022_953,2021-2022,20,WAT,WHU,claudio ranieri,david moyes
2021-2022_954,2021-2022,20,LEI,LIV,brendan rodgers,jurgen klopp
2021-2022_955,2021-2022,20,CHE,BHA,thomas tuchel,graham potter
2021-2022_956,2021-2022,20,BRE,MCI,thomas frank,pep guardiola
2021-2022_957,2021-2022,20,MUN,BUR,ralf rangnick,sean dyche
2021-2022_958,2021-2022,20,ARS,WOL,mikel arteta,bruno lage
2021-2022_959,2021-2022,20,LEE,AVL,jesse marsch,steven gerrard
2021-2022_960,2021-2022,20,EVE,NEW,frank lampard,eddie howe
2021-2022_961,2021-2022,21,ARS,MCI,mikel arteta,pep guardiola
2021-2022_962,2021-2022,21,WAT,TOT,claudio ranieri,antonio conte
2021-2022_963,2021-2022,21,CRY,WHU,patrick vieira,david moyes
2021-2022_964,2021-2022,21,BRE,AVL,thomas frank,steven gerrard
2021-2022_965,2021-2022,21,EVE,BHA,rafa benitez,graham potter
2021-2022_966,2021-2022,21,LEE,BUR,marcelo bielsa,sean dyche
2021-2022_967,2021-2022,21,CHE,LIV,thomas tuchel,jurgen klopp
2021-2022_968,2021-2022,21,MUN,WOL,ralf rangnick,bruno lage
2021-2022_969,2021-2022,21,SOU,NEW,ralph hasenhuttl,eddie howe
2021-2022_970,2021-2022,21,LEI,NOR,brendan rodgers,dean smith
2021-2022_971,2021-2022,22,BHA,CRY,graham potter,patrick vieira
2021-2022_972,2021-2022,22,MCI,CHE,pep guardiola,thomas tuchel
2021-2022_973,2021-2022,22,NOR,EVE,dean smith,rafa benitez
2021-2022_974,2021-2022,22,WOL,SOU,bruno lage,ralph hasenhuttl
2021-2022_975,2021-2022,22,NEW,WAT,eddie howe,claudio ranieri
2021-2022_976,2021-2022,22,AVL,MUN,steven gerrard,ralf rangnick
2021-2022_977,2021-2022,22,LIV,BRE,jurgen klopp,thomas frank
2021-2022_978,2021-2022,22,WHU,LEE,david moyes,marcelo bielsa
2021-2022_979,2021-2022,22,BUR,LEI,sean dyche,brendan rodgers
2021-2022_980,2021-2022,22,TOT,ARS,antonio conte,mikel arteta
2021-2022_981,2021-2022,23,WAT,NOR,claudio ranieri,dean smith
2021-2022_982,2021-2022,23,EVE,AVL,duncan ferguson,steven gerrard
2021-2022_983,2021-2022,23,BRE,WOL,thomas frank,bruno lage
2021-2022_984,2021-2022,23,LEE,NEW,marcelo bielsa,eddie howe
2021-2022_985,2021-2022,23,MUN,WHU,ralf rangnick,david moyes
2021-2022_986,2021-2022,23,SOU,MCI,ralph hasenhuttl,pep guardiola
2021-2022_987,2021-2022,23,CRY,LIV,patrick vieira,jurgen klopp
2021-2022_988,2021-2022,23,ARS,BUR,mikel arteta,sean dyche
2021-2022_989,2021-2022,23,LEI,BHA,brendan rodgers,graham potter
2021-2022_990,2021-2022,23,CHE,TOT,thomas tuchel,antonio conte
2021-2022_991,2021-2022,24,BHA,CHE,graham potter,thomas tuchel
2021-2022_992,2021-2022,24,NEW,EVE,eddie howe,frank lampard
2021-2022_993,2021-2022,24,WHU,WAT,david moyes,roy hodgson
2021-2022_994,2021-2022,24,BUR,MUN,sean dyche,ralf rangnick
2021-2022_995,2021-2022,24,MCI,BRE,pep guardiola,thomas frank
2021-2022_996,2021-2022,24,NOR,CRY,dean smith,patrick vieira
2021-2022_997,2021-2022,24,TOT,SOU,antonio conte,ralph hasenhuttl
2021-2022_998,2021-2022,24,AVL,LEE,steven gerrard,marcelo bielsa
2021-2022_999,2021-2022,24,WOL,ARS,bruno lage,mikel arteta
2021-2022_1000,2021-2022,24,LIV,LEI,jurgen klopp,brendan rodgers
2021-2022_1001,2021-2022,25,MUN,SOU,ralf rangnick,ralph hasenhuttl
2021-2022_1002,2021-2022,25,BRE,CRY,thomas frank,patrick vieira
2021-2022_1003,2021-2022,25,EVE,LEE,frank lampard,marcelo bielsa
2021-2022_1004,2021-2022,25,WAT,BHA,roy hodgson,graham potter
2021-2022_1005,2021-2022,25,NOR,MCI,dean smith,pep guardiola
2021-2022_1006,2021-2022,25,BUR,LIV,sean dyche,jurgen klopp
2021-2022_1007,2021-2022,25,NEW,AVL,eddie howe,steven gerrard
2021-2022_1008,2021-2022,25,TOT,WOL,antonio conte,bruno lage
2021-2022_1009,2021-2022,25,LEI,WHU,brendan rodgers,david moyes
2021-2022_1010,2021-2022,25,CHE,ARS,thomas tuchel,mikel arteta
2021-2022_1011,2021-2022,26,WHU,NEW,david moyes,eddie howe
2021-2022_1012,2021-2022,26,ARS,BRE,mikel arteta,thomas frank
2021-2022_1013,2021-2022,26,BHA,BUR,graham potter,sean dyche
2021-2022_1014,2021-2022,26,CRY,CHE,patrick vieira,thomas tuchel
2021-2022_1015,2021-2022,26,SOU,EVE,ralph hasenhuttl,frank lampard
2021-2022_1016,2021-2022,26,LIV,NOR,jurgen klopp,dean smith
2021-2022_1017,2021-2022,26,AVL,WAT,steven gerrard,roy hodgson
2021-2022_1018,2021-2022,26,MCI,TOT,pep guardiola,antonio conte
2021-2022_1019,2021-2022,26,LEE,MUN,marcelo bielsa,ralf rangnick
2021-2022_1020,2021-2022,26,WOL,LEI,bruno lage,brendan rodgers
2021-2022_1021,2021-2022,27,SOU,NOR,ralph hasenhuttl,dean smith
2021-2022_1022,2021-2022,27,LEE,TOT,marcelo bielsa,antonio conte
2021-2022_1023,2021-2022,27,CRY,BUR,patrick vieira,sean dyche
2021-2022_1024,2021-2022,27,BRE,NEW,thomas frank,eddie howe
2021-2022_1025,2021-2022,27,MUN,WAT,ralf rangnick,roy hodgson
2021-2022_1026,2021-2022,27,BHA,AVL,graham potter,steven gerrard
2021-2022_1027,2021-2022,27,EVE,MCI,frank lampard,pep guardiola
2021-2022_1028,2021-2022,27,WHU,WOL,david moyes,bruno lage
2021-2022_1029,2021-2022,27,ARS,LIV,mikel arteta,jurgen klopp
2021-2022_1030,2021-2022,27,CHE,LEI,thomas tuchel,brendan rodgers
2021-2022_1031,2021-2022,28,LEI,LEE,brendan rodgers,jesse marsch
2021-2022_1032,2021-2022,28,NEW,BHA,eddie howe,graham potter
2021-2022_1033,2021-2022,28,WOL,CRY,bruno lage,patrick vieira
2021-2022_1034,2021-2022,28,NOR,BRE,dean smith,thomas frank
2021-2022_1035,2021-2022,28,BUR,CHE,sean dyche,thomas tuchel
2021-2022_1036,2021-2022,28,AVL,SOU,steven gerrard,ralph hasenhuttl
2021-2022_1037,2021-2022,28,LIV,WHU,jurgen klopp,david moyes
2021-2022_1038,2021-2022,28,WAT,ARS,roy hodgson,mikel arteta
2021-2022_1039,2021-2022,28,MCI,MUN,pep guardiola,ralf rangnick
2021-2022_1040,2021-2022,28,TOT,EVE,antonio conte,frank lampard
2021-2022_1041,2021-2022,29,BHA,LIV,graham potter,jurgen klopp
2021-2022_1042,2021-2022,29,BRE,BUR,thomas frank,sean dyche
2021-2022_1043,2021-2022,29,MUN,TOT,ralf rangnick,antonio conte
2021-2022_1044,2021-2022,29,CHE,NEW,thomas tuchel,eddie howe
2021-2022_1045,2021-2022,29,EVE,WOL,frank lampard,bruno lage
2021-2022_1046,2021-2022,29,SOU,WAT,ralph hasenhuttl,roy hodgson
2021-2022_1047,2021-2022,29,LEE,NOR,jesse marsch,dean smith
2021-2022_1048,2021-2022,29,WHU,AVL,david moyes,steven gerrard
2021-2022_1049,2021-2022,29,ARS,LEI,mikel arteta,brendan rodgers
2021-2022_1050,2021-2022,29,CRY,MCI,patrick vieira,pep guardiola
2021-2022_1051,2021-2022,30,NOR,CHE,dean smith,thomas tuchel
2021-2022_1052,2021-2022,30,WOL,LEE,bruno lage,jesse marsch
2021-2022_1053,2021-2022,30,AVL,ARS,steven gerrard,mikel arteta
2021-2022_1054,2021-2022,30,LEI,BRE,brendan rodgers,thomas frank
2021-2022_1055,2021-2022,30,TOT,WHU,antonio conte,david moyes
2021-2022_1056,2021-2022,30,LIV,MUN,jurgen klopp,ralf rangnick
2021-2022_1057,2021-2022,30,NEW,CRY,eddie howe,patrick vieira
2021-2022_1058,2021-2022,30,MCI,BHA,pep guardiola,graham potter
2021-2022_1059,2021-2022,30,BUR,SOU,michael jackson,ralph hasenhuttl
2021-2022_1060,2021-2022,30,WAT,EVE,roy hodgson,frank lampard
2021-2022_1061,2021-2022,31,LIV,WAT,jurgen klopp,roy hodgson
2021-2022_1062,2021-2022,31,BHA,NOR,graham potter,dean smith
2021-2022_1063,2021-2022,31,BUR,MCI,sean dyche,pep guardiola
2021-2022_1064,2021-2022,31,CHE,BRE,thomas tuchel,thomas frank
2021-2022_1065,2021-2022,31,LEE,SOU,jesse marsch,ralph hasenhuttl
2021-2022_1066,2021-2022,31,WOL,AVL,bruno lage,steven gerrard
2021-2022_1067,2021-2022,31,MUN,LEI,ralf rangnick,brendan rodgers
2021-2022_1068,2021-2022,31,WHU,EVE,david moyes,frank lampard
2021-2022_1069,2021-2022,31,TOT,NEW,antonio conte,eddie howe
2021-2022_1070,2021-2022,31,CRY,ARS,patrick vieira,mikel arteta
2021-2022_1071,2021-2022,32,NEW,WOL,eddie howe,bruno lage
2021-2022_1072,2021-2022,32,EVE,MUN,frank lampard,ralf rangnick
2021-2022_1073,2021-2022,32,ARS,BHA,mikel arteta,graham potter
2021-2022_1074,2021-2022,32,SOU,CHE,ralph hasenhuttl,thomas tuchel
2021-2022_1075,2021-2022,32,WAT,LEE,roy hodgson,jesse marsch
2021-2022_1076,2021-2022,32,AVL,TOT,steven gerrard,antonio conte
2021-2022_1077,2021-2022,32,NOR,BUR,dean smith,sean dyche
2021-2022_1078,2021-2022,32,LEI,CRY,brendan rodgers,patrick vieira
2021-2022_1079,2021-2022,32,BRE,WHU,thomas frank,david moyes
2021-2022_1080,2021-2022,32,MCI,LIV,pep guardiola,jurgen klopp
2021-2022_1081,2021-2022,33,TOT,BHA,antonio conte,graham potter
2021-2022_1082,2021-2022,33,SOU,ARS,ralph hasenhuttl,mikel arteta
2021-2022_1083,2021-2022,33,WAT,BRE,roy hodgson,thomas frank
2021-2022_1084,2021-2022,33,MUN,NOR,ralf rangnick,dean smith
2021-2022_1085,2021-2022,33,NEW,LEI,eddie howe,brendan rodgers
2021-2022_1086,2021-2022,33,WHU,BUR,david moyes,michael jackson
2021-2022_1087,2021-2022,33,AVL,LIV,steven gerrard,jurgen klopp
2021-2022_1088,2021-2022,33,LEE,CHE,jesse marsch,thomas tuchel
2021-2022_1089,2021-2022,33,WOL,MCI,bruno lage,pep guardiola
2021-2022_1090,2021-2022,33,EVE,CRY,frank lampard,patrick vieira
2021-2022_1091,2021-2022,34,ARS,MUN,mikel arteta,ralf rangnick
2021-2022_1092,2021-2022,34,LEI,AVL,brendan rodgers,steven gerrard
2021-2022_1093,2021-2022,34,MCI,WAT,pep guardiola,roy hodgson
2021-2022_1094,2021-2022,34,NOR,NEW,dean smith,eddie howe
2021-2022_1095,2021-2022,34,BRE,TOT,thomas frank,antonio conte
2021-2022_1096,2021-2022,34,BHA,SOU,graham potter,ralph hasenhuttl
2021-2022_1097,2021-2022,34,BUR,WOL,michael jackson,bruno lage
2021-2022_1098,2021-2022,34,CHE,WHU,thomas tuchel,david moyes
2021-2022_1099,2021-2022,34,LIV,EVE,jurgen klopp,frank lampard
2021-2022_1100,2021-2022,34,CRY,LEE,patrick vieira,jesse marsch
2021-2022_1101,2021-2022,35,NEW,LIV,eddie howe,jurgen klopp
2021-2022_1102,2021-2022,35,AVL,NOR,steven gerrard,dean smith
2021-2022_1103,2021-2022,35,SOU,CRY,ralph hasenhuttl,patrick vieira
2021-2022_1104,2021-2022,35,WAT,BUR,roy hodgson,michael jackson
2021-2022_1105,2021-2022,35,WOL,BHA,bruno lage,graham potter
2021-2022_1106,2021-2022,35,LEE,MCI,jesse marsch,pep guardiola
2021-2022_1107,2021-2022,35,EVE,CHE,frank lampard,thomas tuchel
2021-2022_1108,2021-2022,35,TOT,LEI,antonio conte,brendan rodgers
2021-2022_1109,2021-2022,35,WHU,ARS,david moyes,mikel arteta
2021-2022_1110,2021-2022,35,MUN,BRE,ralf rangnick,thomas frank
2021-2022_1111,2021-2022,36,BUR,AVL,michael jackson,steven gerrard
2021-2022_1112,2021-2022,36,BRE,SOU,thomas frank,ralph hasenhuttl
2021-2022_1113,2021-2022,36,CRY,WAT,patrick vieira,roy hodgson
2021-2022_1114,2021-2022,36,CHE,WOL,thomas tuchel,bruno lage
2021-2022_1115,2021-2022,36,BHA,MUN,graham potter,ralf rangnick
2021-2022_1116,2021-2022,36,LIV,TOT,jurgen klopp,antonio conte
2021-2022_1117,2021-2022,36,LEI,EVE,brendan rodgers,frank lampard
2021-2022_1118,2021-2022,36,ARS,LEE,mikel arteta,jesse marsch
2021-2022_1119,2021-2022,36,NOR,WHU,dean smith,david moyes
2021-2022_1120,2021-2022,36,MCI,NEW,pep guardiola,eddie howe
2021-2022_1121,2021-2022,37,MUN,CHE,ralf rangnick,thomas tuchel
2021-2022_1122,2021-2022,37,TOT,BUR,antonio conte,michael jackson
2021-2022_1123,2021-2022,37,AVL,CRY,steven gerrard,patrick vieira
2021-2022_1124,2021-2022,37,WAT,LEI,roy hodgson,brendan rodgers
2021-2022_1125,2021-2022,37,LEE,BHA,jesse marsch,graham potter
2021-2022_1126,2021-2022,37,WHU,MCI,david moyes,pep guardiola
2021-2022_1127,2021-2022,37,WOL,NOR,bruno lage,dean smith
2021-2022_1128,2021-2022,37,EVE,BRE,frank lampard,thomas frank
2021-2022_1129,2021-2022,37,NEW,ARS,eddie howe,mikel arteta
2021-2022_1130,2021-2022,37,SOU,LIV,ralph hasenhuttl,jurgen klopp
2021-2022_1131,2021-2022,38,ARS,EVE,mikel arteta,frank lampard
2021-2022_1132,2021-2022,38,BRE,LEE,thomas frank,jesse marsch
2021-2022_1133,2021-2022,38,BHA,WHU,graham potter,david moyes
2021-2022_1134,2021-2022,38,BUR,NEW,michael jackson,eddie howe
2021-2022_1135,2021-2022,38,CHE,WAT,thomas tuchel,roy hodgson
2021-2022_1136,2021-2022,38,CRY,MUN,patrick vieira,ralf rangnick
2021-2022_1137,2021-2022,38,LEI,SOU,brendan rodgers,ralph hasenhuttl
2021-2022_1138,2021-2022,38,LIV,WOL,jurgen klopp,bruno lage
2021-2022_1139,2021-2022,38,MCI,AVL,pep guardiola,steven gerrard
2021-2022_1140,2021-2022,38,NOR,TOT,dean smith,antonio conte
2022-2023_1141,2022-2023,1,CRY,ARS,patrick vieira,mikel arteta
2022-2023_1142,2022-2023,1,FUL,LIV,marco silva,jurgen klopp
2022-2023_1143,2022-2023,1,BOU,AVL,scott parker,steven gerrard
2022-2023_1144,2022-2023,1,LEE,WOL,jesse marsch,bruno lage
2022-2023_1145,2022-2023,1,NEW,NFO,eddie howe,steve cooper
2022-2023_1146,2022-2023,1,TOT,SOU,antonio conte,ralph hasenhuttl
2022-2023_1147,2022-2023,1,EVE,CHE,frank lampard,thomas tuchel
2022-2023_1148,2022-2023,1,LEI,BRE,brendan rodgers,thomas frank
2022-2023_1149,2022-2023,1,MUN,BHA,erik ten hag,graham potter
2022-2023_1150,2022-2023,1,WHU,MCI,david moyes,pep guardiola
2022-2023_1151,2022-2023,2,AVL,EVE,steven gerrard,frank lampard
2022-2023_1152,2022-2023,2,BHA,NEW,graham potter,eddie howe
2022-2023_1153,2022-2023,2,ARS,LEI,mikel arteta,brendan rodgers
2022-2023_1154,2022-2023,2,SOU,LEE,ralph hasenhuttl,jesse marsch
2022-2023_1155,2022-2023,2,MCI,BOU,pep guardiola,scott parker
2022-2023_1156,2022-2023,2,WOL,FUL,bruno lage,marco silva
2022-2023_1157,2022-2023,2,BRE,MUN,thomas frank,erik ten hag
2022-2023_1158,2022-2023,2,NFO,WHU,steve cooper,david moyes
2022-2023_1159,2022-2023,2,CHE,TOT,thomas tuchel,antonio conte
2022-2023_1160,2022-2023,2,LIV,CRY,jurgen klopp,patrick vieira
2022-2023_1161,2022-2023,3,TOT,WOL,antonio conte,bruno lage
2022-2023_1162,2022-2023,3,CRY,AVL,patrick vieira,steven gerrard
2022-2023_1163,2022-2023,3,EVE,NFO,frank lampard,steve cooper
2022-2023_1164,2022-2023,3,FUL,BRE,marco silva,thomas frank
2022-2023_1165,2022-2023,3,LEI,SOU,brendan rodgers,ralph hasenhuttl
2022-2023_1166,2022-2023,3,BOU,ARS,scott parker,mikel arteta
2022-2023_1167,2022-2023,3,LEE,CHE,jesse marsch,thomas tuchel
2022-2023_1168,2022-2023,3,WHU,BHA,david moyes,graham potter
2022-2023_1169,2022-2023,3,NEW,MCI,eddie howe,pep guardiola
2022-2023_1170,2022-2023,3,MUN,LIV,erik ten hag,jurgen klopp
2022-2023_1171,2022-2023,4,SOU,MUN,ralph hasenhuttl,erik ten hag
2022-2023_1172,2022-2023,4,BHA,LEE,graham potter,jesse marsch
2022-2023_1173,2022-2023,4,BRE,EVE,thomas frank,frank lampard
2022-2023_1174,2022-2023,4,CHE,LEI,thomas tuchel,brendan rodgers
2022-2023_1175,2022-2023,4,LIV,BOU,jurgen klopp,scott parker
2022-2023_1176,2022-2023,4,MCI,CRY,pep guardiola,patrick vieira
2022-2023_1177,2022-2023,4,ARS,FUL,mikel arteta,marco silva
2022-2023_1178,2022-2023,4,AVL,WHU,steven gerrard,david moyes
2022-2023_1179,2022-2023,4,WOL,NEW,bruno lage,eddie howe
2022-2023_1180,2022-2023,4,NFO,TOT,steve cooper,antonio conte
2022-2023_1181,2022-2023,5,FUL,BHA,marco silva,graham potter
2022-2023_1182,2022-2023,5,CRY,BRE,patrick vieira,thomas frank
2022-2023_1183,2022-2023,5,SOU,CHE,ralph hasenhuttl,thomas tuchel
2022-2023_1184,2022-2023,5,LEE,EVE,jesse marsch,frank lampard
2022-2023_1185,2022-2023,5,BOU,WOL,gary o'neil,bruno lage
2022-2023_1186,2022-2023,5,ARS,AVL,mikel arteta,steven gerrard
2022-2023_1187,2022-2023,5,MCI,NFO,pep guardiola,steve cooper
2022-2023_1188,2022-2023,5,WHU,TOT,david moyes,antonio conte
2022-2023_1189,2022-2023,5,LIV,NEW,jurgen klopp,eddie howe
2022-2023_1190,2022-2023,5,LEI,MUN,brendan rodgers,erik ten hag
2022-2023_1191,2022-2023,6,EVE,LIV,frank lampard,jurgen klopp
2022-2023_1192,2022-2023,6,BRE,LEE,thomas frank,jesse marsch
2022-2023_1193,2022-2023,6,CHE,WHU,thomas tuchel,david moyes
2022-2023_1194,2022-2023,6,NEW,CRY,eddie howe,patrick vieira
2022-2023_1195,2022-2023,6,NFO,BOU,steve cooper,gary o'neil
2022-2023_1196,2022-2023,6,TOT,FUL,antonio conte,marco silva
2022-2023_1197,2022-2023,6,WOL,SOU,bruno lage,ralph hasenhuttl
2022-2023_1198,2022-2023,6,AVL,MCI,steven gerrard,pep guardiola
2022-2023_1199,2022-2023,6,BHA,LEI,graham potter,brendan rodgers
2022-2023_1200,2022-2023,6,MUN,ARS,erik ten hag,mikel arteta
2022-2023_1201,2022-2023,7,FUL,CHE,marco silva,graham potter
2022-2023_1202,2022-2023,7,CRY,MUN,patrick vieira,erik ten hag
2022-2023_1203,2022-2023,7,MCI,TOT,pep guardiola,antonio conte
2022-2023_1204,2022-2023,7,ARS,EVE,mikel arteta,sean dyche
2022-2023_1205,2022-2023,7,LIV,WOL,jurgen klopp,julen lopetegui
2022-2023_1206,2022-2023,7,SOU,BRE,ruben selles,thomas frank
2022-2023_1207,2022-2023,7,BOU,BHA,gary o'neil,roberto de zerbi
2022-2023_1208,2022-2023,7,LEE,NFO,gracia,steve cooper
2022-2023_1209,2022-2023,7,LEI,AVL,adam sadler,unai emery
2022-2023_1210,2022-2023,7,WHU,NEW,david moyes,eddie howe
2022-2023_1211,2022-2023,8,AVL,SOU,steven gerrard,ralph hasenhuttl
2022-2023_1212,2022-2023,8,NFO,FUL,steve cooper,marco silva
2022-2023_1213,2022-2023,8,WOL,MCI,bruno lage,pep guardiola
2022-2023_1214,2022-2023,8,NEW,BOU,eddie howe,gary o'neil
2022-2023_1215,2022-2023,8,TOT,LEI,antonio conte,brendan rodgers
2022-2023_1216,2022-2023,8,BRE,ARS,thomas frank,mikel arteta
2022-2023_1217,2022-2023,8,EVE,WHU,frank lampard,david moyes
2022-2023_1218,2022-2023,8,MUN,LEE,erik ten hag,michael skubala
2022-2023_1219,2022-2023,8,BHA,CRY,roberto de zerbi,patrick vieira
2022-2023_1220,2022-2023,8,CHE,LIV,bruno saltor,jurgen klopp
2022-2023_1221,2022-2023,9,ARS,TOT,mikel arteta,antonio conte
2022-2023_1222,2022-2023,9,BOU,BRE,gary o'neil,thomas frank
2022-2023_1223,2022-2023,9,CRY,CHE,patrick vieira,graham potter
2022-2023_1224,2022-2023,9,FUL,NEW,marco silva,eddie howe
2022-2023_1225,2022-2023,9,LIV,BHA,jurgen klopp,roberto de zerbi
2022-2023_1226,2022-2023,9,SOU,EVE,ralph hasenhuttl,frank lampard
2022-2023_1227,2022-2023,9,WHU,WOL,david moyes,bruno lage
2022-2023_1228,2022-2023,9,MCI,MUN,pep guardiola,erik ten hag
2022-2023_1229,2022-2023,9,LEE,AVL,jesse marsch,steven gerrard
2022-2023_1230,2022-2023,9,LEI,NFO,brendan rodgers,steve cooper
2022-2023_1231,2022-2023,10,BOU,LEI,gary o'neil,brendan rodgers
2022-2023_1232,2022-2023,10,CHE,WOL,graham potter,steve davis
2022-2023_1233,2022-2023,10,MCI,SOU,pep guardiola,ralph hasenhuttl
2022-2023_1234,2022-2023,10,NEW,BRE,eddie howe,thomas frank
2022-2023_1235,2022-2023,10,BHA,TOT,roberto de zerbi,antonio conte
2022-2023_1236,2022-2023,10,CRY,LEE,patrick vieira,jesse marsch
2022-2023_1237,2022-2023,10,WHU,FUL,david moyes,marco silva
2022-2023_1238,2022-2023,10,ARS,LIV,mikel arteta,jurgen klopp
2022-2023_1239,2022-2023,10,EVE,MUN,frank lampard,erik ten hag
2022-2023_1240,2022-2023,10,NFO,AVL,steve cooper,steven gerrard
2022-2023_1241,2022-2023,11,BRE,BHA,thomas frank,roberto de zerbi
2022-2023_1242,2022-2023,11,LEI,CRY,brendan rodgers,patrick vieira
2022-2023_1243,2022-2023,11,FUL,BOU,marco silva,gary o'neil
2022-2023_1244,2022-2023,11,WOL,NFO,steve davis,steve cooper
2022-2023_1245,2022-2023,11,TOT,EVE,antonio conte,frank lampard
2022-2023_1246,2022-2023,11,AVL,CHE,steven gerrard,graham potter
2022-2023_1247,2022-2023,11,SOU,WHU,ralph hasenhuttl,david moyes
