Match ID,Season,Round,Home Team,Away Team,Home Coach,Away Coach
2022-2023_1248,2022-2023,11,LEE,ARS,jesse marsch,mikel arteta
2022-2023_1249,2022-2023,11,MUN,NEW,erik ten hag,eddie howe
2022-2023_1250,2022-2023,11,LIV,MCI,jurgen klopp,pep guardiola
2022-2023_1251,2022-2023,12,BHA,NFO,roberto de zerbi,steve cooper
2022-2023_1252,2022-2023,12,CRY,WOL,patrick vieira,steve davis
2022-2023_1253,2022-2023,12,BOU,SOU,gary o'neil,ralph hasenhuttl
2022-2023_1254,2022-2023,12,BRE,CHE,thomas frank,graham potter
2022-2023_1255,2022-2023,12,NEW,EVE,eddie howe,frank lampard
2022-2023_1256,2022-2023,12,LIV,WHU,jurgen klopp,david moyes
2022-2023_1257,2022-2023,12,MUN,TOT,erik ten hag,antonio conte
2022-2023_1258,2022-2023,12,FUL,AVL,marco silva,steven gerrard
2022-2023_1259,2022-2023,12,LEI,LEE,brendan rodgers,jesse marsch
2022-2023_1260,2022-2023,12,ARS,MCI,mikel arteta,pep guardiola
2022-2023_1261,2022-2023,13,NFO,LIV,steve cooper,jurgen klopp
2022-2023_1262,2022-2023,13,EVE,CRY,frank lampard,patrick vieira
2022-2023_1263,2022-2023,13,MCI,BHA,pep guardiola,roberto de zerbi
2022-2023_1264,2022-2023,13,CHE,MUN,graham potter,erik ten hag
2022-2023_1265,2022-2023,13,AVL,BRE,aaron danks,thomas frank
2022-2023_1266,2022-2023,13,SOU,ARS,ralph hasenhuttl,mikel arteta
2022-2023_1267,2022-2023,13,LEE,FUL,jesse marsch,marco silva
2022-2023_1268,2022-2023,13,WOL,LEI,steve davis,brendan rodgers
2022-2023_1269,2022-2023,13,TOT,NEW,antonio conte,eddie howe
2022-2023_1270,2022-2023,13,WHU,BOU,david moyes,gary o'neil
2022-2023_1271,2022-2023,14,LEI,MCI,brendan rodgers,pep guardiola
2022-2023_1272,2022-2023,14,BOU,TOT,gary o'neil,antonio conte
2022-2023_1273,2022-2023,14,BHA,CHE,roberto de zerbi,graham potter
2022-2023_1274,2022-2023,14,CRY,SOU,patrick vieira,ralph hasenhuttl
2022-2023_1275,2022-2023,14,BRE,WOL,thomas frank,steve davis
2022-2023_1276,2022-2023,14,NEW,AVL,eddie howe,aaron danks
2022-2023_1277,2022-2023,14,FUL,EVE,marco silva,frank lampard
2022-2023_1278,2022-2023,14,LIV,LEE,jurgen klopp,jesse marsch
2022-2023_1279,2022-2023,14,ARS,NFO,mikel arteta,steve cooper
2022-2023_1280,2022-2023,14,MUN,WHU,erik ten hag,david moyes
2022-2023_1281,2022-2023,15,LEE,BOU,jesse marsch,gary o'neil
2022-2023_1282,2022-2023,15,MCI,FUL,pep guardiola,marco silva
2022-2023_1283,2022-2023,15,NFO,BRE,steve cooper,thomas frank
2022-2023_1284,2022-2023,15,WOL,BHA,steve davis,roberto de zerbi
2022-2023_1285,2022-2023,15,EVE,LEI,frank lampard,brendan rodgers
2022-2023_1286,2022-2023,15,CHE,ARS,graham potter,mikel arteta
2022-2023_1287,2022-2023,15,AVL,MUN,unai emery,erik ten hag
2022-2023_1288,2022-2023,15,SOU,NEW,ralph hasenhuttl,eddie howe
2022-2023_1289,2022-2023,15,WHU,CRY,david moyes,patrick vieira
2022-2023_1290,2022-2023,15,TOT,LIV,antonio conte,jurgen klopp
2022-2023_1291,2022-2023,16,MCI,BRE,pep guardiola,thomas frank
2022-2023_1292,2022-2023,16,BOU,EVE,gary o'neil,frank lampard
2022-2023_1293,2022-2023,16,LIV,SOU,jurgen klopp,nathan jones
2022-2023_1294,2022-2023,16,NFO,CRY,steve cooper,patrick vieira
2022-2023_1295,2022-2023,16,TOT,LEE,antonio conte,jesse marsch
2022-2023_1296,2022-2023,16,WHU,LEI,david moyes,brendan rodgers
2022-2023_1297,2022-2023,16,NEW,CHE,eddie howe,graham potter
2022-2023_1298,2022-2023,16,WOL,ARS,steve davis,mikel arteta
2022-2023_1299,2022-2023,16,BHA,AVL,roberto de zerbi,unai emery
2022-2023_1300,2022-2023,16,FUL,MUN,marco silva,erik ten hag
2022-2023_1301,2022-2023,17,BRE,TOT,thomas frank,antonio conte
2022-2023_1302,2022-2023,17,CRY,FUL,patrick vieira,marco silva
2022-2023_1303,2022-2023,17,EVE,WOL,frank lampard,julen lopetegui
2022-2023_1304,2022-2023,17,SOU,BHA,nathan jones,roberto de zerbi
2022-2023_1305,2022-2023,17,LEI,NEW,brendan rodgers,eddie howe
2022-2023_1306,2022-2023,17,AVL,LIV,unai emery,jurgen klopp
2022-2023_1307,2022-2023,17,ARS,WHU,mikel arteta,david moyes
2022-2023_1308,2022-2023,17,CHE,BOU,graham potter,gary o'neil
2022-2023_1309,2022-2023,17,MUN,NFO,erik ten hag,steve cooper
2022-2023_1310,2022-2023,17,LEE,MCI,jesse marsch,pep guardiola
2022-2023_1311,2022-2023,18,WHU,BRE,david moyes,thomas frank
2022-2023_1312,2022-2023,18,LIV,LEI,jurgen klopp,brendan rodgers
2022-2023_1313,2022-2023,18,WOL,MUN,julen lopetegui,erik ten hag
2022-2023_1314,2022-2023,18,BOU,CRY,gary o'neil,patrick vieira
2022-2023_1315,2022-2023,18,FUL,SOU,marco silva,nathan jones
2022-2023_1316,2022-2023,18,MCI,EVE,pep guardiola,frank lampard
2022-2023_1317,2022-2023,18,NEW,LEE,eddie howe,jesse marsch
2022-2023_1318,2022-2023,18,BHA,ARS,roberto de zerbi,mikel arteta
2022-2023_1319,2022-2023,18,TOT,AVL,antonio conte,unai emery
2022-2023_1320,2022-2023,18,NFO,CHE,steve cooper,graham potter
2022-2023_1321,2022-2023,19,BRE,LIV,thomas frank,jurgen klopp
2022-2023_1322,2022-2023,19,ARS,NEW,mikel arteta,eddie howe
2022-2023_1323,2022-2023,19,EVE,BHA,frank lampard,roberto de zerbi
2022-2023_1324,2022-2023,19,LEI,FUL,brendan rodgers,marco silva
2022-2023_1325,2022-2023,19,MUN,BOU,erik ten hag,gary o'neil
2022-2023_1326,2022-2023,19,SOU,NFO,nathan jones,steve cooper
2022-2023_1327,2022-2023,19,LEE,WHU,jesse marsch,david moyes
2022-2023_1328,2022-2023,19,AVL,WOL,unai emery,julen lopetegui
2022-2023_1329,2022-2023,19,CRY,TOT,patrick vieira,antonio conte
2022-2023_1330,2022-2023,19,CHE,MCI,graham potter,pep guardiola
2022-2023_1331,2022-2023,20,AVL,LEE,unai emery,jesse marsch
2022-2023_1332,2022-2023,20,MUN,MCI,erik ten hag,pep guardiola
2022-2023_1333,2022-2023,20,BHA,LIV,roberto de zerbi,jurgen klopp
2022-2023_1334,2022-2023,20,EVE,SOU,frank lampard,nathan jones
2022-2023_1335,2022-2023,20,NFO,LEI,steve cooper,brendan rodgers
2022-2023_1336,2022-2023,20,WOL,WHU,julen lopetegui,david moyes
2022-2023_1337,2022-2023,20,BRE,BOU,thomas frank,gary o'neil
2022-2023_1338,2022-2023,20,CHE,CRY,graham potter,patrick vieira
2022-2023_1339,2022-2023,20,NEW,FUL,eddie howe,marco silva
2022-2023_1340,2022-2023,20,TOT,ARS,antonio conte,mikel arteta
2022-2023_1341,2022-2023,21,LIV,CHE,jurgen klopp,graham potter
2022-2023_1342,2022-2023,21,BOU,NFO,gary o'neil,steve cooper
2022-2023_1343,2022-2023,21,SOU,AVL,nathan jones,unai emery
2022-2023_1344,2022-2023,21,LEI,BHA,brendan rodgers,roberto de zerbi
2022-2023_1345,2022-2023,21,WHU,EVE,david moyes,frank lampard
2022-2023_1346,2022-2023,21,CRY,NEW,patrick vieira,eddie howe
2022-2023_1347,2022-2023,21,LEE,BRE,jesse marsch,thomas frank
2022-2023_1348,2022-2023,21,MCI,WOL,pep guardiola,julen lopetegui
2022-2023_1349,2022-2023,21,ARS,MUN,mikel arteta,erik ten hag
2022-2023_1350,2022-2023,21,FUL,TOT,marco silva,antonio conte
2022-2023_1351,2022-2023,22,CHE,FUL,graham potter,marco silva
2022-2023_1352,2022-2023,22,EVE,ARS,sean dyche,mikel arteta
2022-2023_1353,2022-2023,22,AVL,LEI,unai emery,brendan rodgers
2022-2023_1354,2022-2023,22,BHA,BOU,roberto de zerbi,gary o'neil
2022-2023_1355,2022-2023,22,BRE,SOU,thomas frank,nathan jones
2022-2023_1356,2022-2023,22,MUN,CRY,erik ten hag,patrick vieira
2022-2023_1357,2022-2023,22,WOL,LIV,julen lopetegui,jurgen klopp
2022-2023_1358,2022-2023,22,NEW,WHU,eddie howe,david moyes
2022-2023_1359,2022-2023,22,NFO,LEE,steve cooper,jesse marsch
2022-2023_1360,2022-2023,22,TOT,MCI,antonio conte,pep guardiola
2022-2023_1361,2022-2023,23,WHU,CHE,david moyes,graham potter
2022-2023_1362,2022-2023,23,CRY,BHA,patrick vieira,roberto de zerbi
2022-2023_1363,2022-2023,23,ARS,BRE,mikel arteta,thomas frank
2022-2023_1364,2022-2023,23,FUL,NFO,marco silva,steve cooper
2022-2023_1365,2022-2023,23,SOU,WOL,nathan jones,julen lopetegui
2022-2023_1366,2022-2023,23,LEI,TOT,brendan rodgers,antonio conte
2022-2023_1367,2022-2023,23,BOU,NEW,gary o'neil,eddie howe
2022-2023_1368,2022-2023,23,LEE,MUN,michael skubala,erik ten hag
2022-2023_1369,2022-2023,23,MCI,AVL,pep guardiola,unai emery
2022-2023_1370,2022-2023,23,LIV,EVE,jurgen klopp,sean dyche
2022-2023_1371,2022-2023,24,AVL,ARS,unai emery,mikel arteta
2022-2023_1372,2022-2023,24,BHA,FUL,roberto de zerbi,marco silva
2022-2023_1373,2022-2023,24,BRE,CRY,thomas frank,patrick vieira
2022-2023_1374,2022-2023,24,CHE,SOU,graham potter,ruben selles
2022-2023_1375,2022-2023,24,EVE,LEE,sean dyche,michael skubala
2022-2023_1376,2022-2023,24,NFO,MCI,steve cooper,pep guardiola
2022-2023_1377,2022-2023,24,WOL,BOU,julen lopetegui,gary o'neil
2022-2023_1378,2022-2023,24,NEW,LIV,eddie howe,jurgen klopp
2022-2023_1379,2022-2023,24,MUN,LEI,erik ten hag,brendan rodgers
2022-2023_1380,2022-2023,24,TOT,WHU,antonio conte,david moyes
2022-2023_1381,2022-2023,25,FUL,WOL,marco silva,julen lopetegui
2022-2023_1382,2022-2023,25,EVE,AVL,sean dyche,unai emery
2022-2023_1383,2022-2023,25,LEE,SOU,gracia,ruben selles
2022-2023_1384,2022-2023,25,LEI,ARS,brendan rodgers,mikel arteta
2022-2023_1385,2022-2023,25,WHU,NFO,david moyes,steve cooper
2022-2023_1386,2022-2023,25,BOU,MCI,gary o'neil,pep guardiola
2022-2023_1387,2022-2023,25,CRY,LIV,patrick vieira,jurgen klopp
2022-2023_1388,2022-2023,25,TOT,CHE,antonio conte,graham potter
2022-2023_1389,2022-2023,25,MUN,BRE,erik ten hag,thomas frank
2022-2023_1390,2022-2023,25,NEW,BHA,eddie howe,roberto de zerbi
2022-2023_1391,2022-2023,26,MCI,NEW,pep guardiola,eddie howe
2022-2023_1392,2022-2023,26,AVL,CRY,unai emery,patrick vieira
2022-2023_1393,2022-2023,26,BHA,WHU,roberto de zerbi,david moyes
2022-2023_1394,2022-2023,26,ARS,BOU,mikel arteta,gary o'neil
2022-2023_1395,2022-2023,26,CHE,LEE,graham potter,gracia
2022-2023_1396,2022-2023,26,WOL,TOT,julen lopetegui,antonio conte
2022-2023_1397,2022-2023,26,SOU,LEI,ruben selles,brendan rodgers
2022-2023_1398,2022-2023,26,NFO,EVE,steve cooper,sean dyche
2022-2023_1399,2022-2023,26,LIV,MUN,jurgen klopp,erik ten hag
2022-2023_1400,2022-2023,26,BRE,FUL,thomas frank,marco silva
2022-2023_1401,2022-2023,27,BOU,LIV,gary o'neil,jurgen klopp
2022-2023_1402,2022-2023,27,EVE,BRE,sean dyche,thomas frank
2022-2023_1403,2022-2023,27,LEE,BHA,gracia,roberto de zerbi
2022-2023_1404,2022-2023,27,LEI,CHE,brendan rodgers,graham potter
2022-2023_1405,2022-2023,27,TOT,NFO,antonio conte,steve cooper
2022-2023_1406,2022-2023,27,CRY,MCI,patrick vieira,pep guardiola
2022-2023_1407,2022-2023,27,FUL,ARS,marco silva,mikel arteta
2022-2023_1408,2022-2023,27,MUN,SOU,erik ten hag,ruben selles
2022-2023_1409,2022-2023,27,WHU,AVL,david moyes,unai emery
2022-2023_1410,2022-2023,27,NEW,WOL,eddie howe,julen lopetegui
2022-2023_1411,2022-2023,28,NFO,NEW,steve cooper,eddie howe
2022-2023_1412,2022-2023,28,AVL,BOU,unai emery,gary o'neil
2022-2023_1413,2022-2023,28,BRE,LEI,thomas frank,brendan rodgers
2022-2023_1414,2022-2023,28,SOU,TOT,ruben selles,antonio conte
2022-2023_1415,2022-2023,28,WOL,LEE,julen lopetegui,gracia
2022-2023_1416,2022-2023,28,CHE,EVE,graham potter,sean dyche
2022-2023_1417,2022-2023,28,ARS,CRY,mikel arteta,paddy mccarthy
2022-2023_1418,2022-2023,28,LIV,FUL,jurgen klopp,marco silva
2022-2023_1419,2022-2023,28,MCI,WHU,pep guardiola,david moyes
2022-2023_1420,2022-2023,28,BHA,MUN,roberto de zerbi,erik ten hag
2022-2023_1421,2022-2023,29,MCI,LIV,pep guardiola,jurgen klopp
2022-2023_1422,2022-2023,29,BOU,FUL,gary o'neil,marco silva
2022-2023_1423,2022-2023,29,BHA,BRE,roberto de zerbi,thomas frank
2022-2023_1424,2022-2023,29,CRY,LEI,roy hodgson,brendan rodgers
2022-2023_1425,2022-2023,29,ARS,LEE,mikel arteta,gracia
2022-2023_1426,2022-2023,29,NFO,WOL,steve cooper,julen lopetegui
2022-2023_1427,2022-2023,29,CHE,AVL,graham potter,unai emery
2022-2023_1428,2022-2023,29,WHU,SOU,david moyes,ruben selles
2022-2023_1429,2022-2023,29,NEW,MUN,eddie howe,erik ten hag
2022-2023_1430,2022-2023,29,EVE,TOT,sean dyche,cristian stellini
2022-2023_1431,2022-2023,30,MUN,EVE,erik ten hag,sean dyche
2022-2023_1432,2022-2023,30,AVL,NFO,unai emery,steve cooper
2022-2023_1433,2022-2023,30,BRE,NEW,thomas frank,eddie howe
2022-2023_1434,2022-2023,30,FUL,WHU,marco silva,david moyes
2022-2023_1435,2022-2023,30,LEI,BOU,adam sadler,gary o'neil
2022-2023_1436,2022-2023,30,TOT,BHA,cristian stellini,roberto de zerbi
2022-2023_1437,2022-2023,30,WOL,CHE,julen lopetegui,frank lampard
2022-2023_1438,2022-2023,30,SOU,MCI,ruben selles,pep guardiola
2022-2023_1439,2022-2023,30,LEE,CRY,gracia,roy hodgson
2022-2023_1440,2022-2023,30,LIV,ARS,jurgen klopp,mikel arteta
2022-2023_1441,2022-2023,31,AVL,NEW,unai emery,eddie howe
2022-2023_1442,2022-2023,31,CHE,BHA,frank lampard,roberto de zerbi
2022-2023_1443,2022-2023,31,EVE,FUL,sean dyche,marco silva
2022-2023_1444,2022-2023,31,SOU,CRY,ruben selles,roy hodgson
2022-2023_1445,2022-2023,31,WOL,BRE,julen lopetegui,thomas frank
2022-2023_1446,2022-2023,31,TOT,BOU,cristian stellini,gary o'neil
2022-2023_1447,2022-2023,31,MCI,LEI,pep guardiola,dean smith
2022-2023_1448,2022-2023,31,WHU,ARS,david moyes,mikel arteta
2022-2023_1449,2022-2023,31,NFO,MUN,steve cooper,erik ten hag
2022-2023_1450,2022-2023,31,LEE,LIV,gracia,jurgen klopp
2022-2023_1451,2022-2023,32,ARS,SOU,mikel arteta,ruben selles
2022-2023_1452,2022-2023,32,FUL,LEE,marco silva,gracia
2022-2023_1453,2022-2023,32,CRY,EVE,roy hodgson,sean dyche
2022-2023_1454,2022-2023,32,BRE,AVL,thomas frank,unai emery
2022-2023_1455,2022-2023,32,LIV,NFO,jurgen klopp,steve cooper
2022-2023_1456,2022-2023,32,LEI,WOL,dean smith,julen lopetegui
2022-2023_1457,2022-2023,32,BOU,WHU,gary o'neil,david moyes
2022-2023_1458,2022-2023,32,NEW,TOT,eddie howe,cristian stellini
2022-2023_1459,2022-2023,32,BHA,MCI,roberto de zerbi,pep guardiola
2022-2023_1460,2022-2023,32,MUN,CHE,erik ten hag,frank lampard
2022-2023_1461,2022-2023,33,WOL,CRY,julen lopetegui,roy hodgson
2022-2023_1462,2022-2023,33,AVL,FUL,unai emery,marco silva
2022-2023_1463,2022-2023,33,LEE,LEI,gracia,dean smith
2022-2023_1464,2022-2023,33,NFO,BHA,steve cooper,roberto de zerbi
2022-2023_1465,2022-2023,33,WHU,LIV,david moyes,jurgen klopp
2022-2023_1466,2022-2023,33,CHE,BRE,frank lampard,thomas frank
2022-2023_1467,2022-2023,33,MCI,ARS,pep guardiola,mikel arteta
2022-2023_1468,2022-2023,33,EVE,NEW,sean dyche,eddie howe
2022-2023_1469,2022-2023,33,SOU,BOU,ruben selles,gary o'neil
2022-2023_1470,2022-2023,33,TOT,MUN,ryan mason,erik ten hag
2022-2023_1471,2022-2023,34,CRY,WHU,roy hodgson,david moyes
2022-2023_1472,2022-2023,34,BHA,WOL,roberto de zerbi,julen lopetegui
2022-2023_1473,2022-2023,34,BRE,NFO,thomas frank,steve cooper
2022-2023_1474,2022-2023,34,BOU,LEE,gary o'neil,gracia
2022-2023_1475,2022-2023,34,FUL,MCI,marco silva,pep guardiola
2022-2023_1476,2022-2023,34,MUN,AVL,erik ten hag,unai emery
2022-2023_1477,2022-2023,34,NEW,SOU,eddie howe,ruben selles
2022-2023_1478,2022-2023,34,LIV,TOT,jurgen klopp,ryan mason
2022-2023_1479,2022-2023,34,LEI,EVE,dean smith,sean dyche
2022-2023_1480,2022-2023,34,ARS,CHE,mikel arteta,frank lampard
2022-2023_1481,2022-2023,35,BOU,CHE,gary o'neil,frank lampard
2022-2023_1482,2022-2023,35,MCI,LEE,pep guardiola,sam allardyce
2022-2023_1483,2022-2023,35,TOT,CRY,ryan mason,roy hodgson
2022-2023_1484,2022-2023,35,WOL,AVL,julen lopetegui,unai emery
2022-2023_1485,2022-2023,35,LIV,BRE,jurgen klopp,thomas frank
2022-2023_1486,2022-2023,35,NEW,ARS,eddie howe,mikel arteta
2022-2023_1487,2022-2023,35,WHU,MUN,david moyes,erik ten hag
2022-2023_1488,2022-2023,35,FUL,LEI,marco silva,dean smith
2022-2023_1489,2022-2023,35,BHA,EVE,roberto de zerbi,sean dyche
2022-2023_1490,2022-2023,35,NFO,SOU,steve cooper,ruben selles
2022-2023_1491,2022-2023,36,LEE,NEW,sam allardyce,eddie howe
2022-2023_1492,2022-2023,36,AVL,TOT,unai emery,ryan mason
2022-2023_1493,2022-2023,36,CRY,BOU,roy hodgson,gary o'neil
2022-2023_1494,2022-2023,36,CHE,NFO,frank lampard,steve cooper
2022-2023_1495,2022-2023,36,SOU,FUL,ruben selles,marco silva
2022-2023_1496,2022-2023,36,MUN,WOL,erik ten hag,julen lopetegui
2022-2023_1497,2022-2023,36,BRE,WHU,thomas frank,david moyes
2022-2023_1498,2022-2023,36,EVE,MCI,sean dyche,pep guardiola
2022-2023_1499,2022-2023,36,ARS,BHA,mikel arteta,roberto de zerbi
2022-2023_1500,2022-2023,36,LEI,LIV,dean smith,jurgen klopp
2022-2023_1501,2022-2023,37,TOT,BRE,ryan mason,thomas frank
2022-2023_1502,2022-2023,37,BOU,MUN,gary o'neil,erik ten hag
2022-2023_1503,2022-2023,37,FUL,CRY,marco silva,roy hodgson
2022-2023_1504,2022-2023,37,LIV,AVL,jurgen klopp,unai emery
2022-2023_1505,2022-2023,37,WOL,EVE,julen lopetegui,sean dyche
2022-2023_1506,2022-2023,37,NFO,ARS,steve cooper,mikel arteta
2022-2023_1507,2022-2023,37,WHU,LEE,david moyes,sam allardyce
2022-2023_1508,2022-2023,37,BHA,SOU,roberto de zerbi,ruben selles
2022-2023_1509,2022-2023,37,MCI,CHE,pep guardiola,frank lampard
2022-2023_1510,2022-2023,37,NEW,LEI,eddie howe,dean smith
2022-2023_1511,2022-2023,38,AVL,BHA,unai emery,roberto de zerbi
2022-2023_1512,2022-2023,38,CRY,NFO,roy hodgson,steve cooper
2022-2023_1513,2022-2023,38,ARS,WOL,mikel arteta,julen lopetegui
2022-2023_1514,2022-2023,38,BRE,MCI,thomas frank,pep guardiola
2022-2023_1515,2022-2023,38,CHE,NEW,frank lampard,eddie howe
2022-2023_1516,2022-2023,38,EVE,BOU,sean dyche,gary o'neil
2022-2023_1517,2022-2023,38,SOU,LIV,ruben selles,jurgen klopp
2022-2023_1518,2022-2023,38,LEE,TOT,sam allardyce,ryan mason
2022-2023_1519,2022-2023,38,LEI,WHU,dean smith,david moyes
2022-2023_1520,2022-2023,38,MUN,FUL,erik ten hag,marco silva
2023-2024_1521,2023-2024,1,BUR,MCI,vincent kompany,pep guardiola
2023-2024_1522,2023-2024,1,ARS,NFO,mikel arteta,steve cooper
2023-2024_1523,2023-2024,1,BOU,WHU,andoni iraola,david moyes
2023-2024_1524,2023-2024,1,BHA,LUT,roberto de zerbi,rob edwards
2023-2024_1525,2023-2024,1,EVE,FUL,sean dyche,marco silva
2023-2024_1526,2023-2024,1,SHU,CRY,paul heckingbottom,roy hodgson
2023-2024_1527,2023-2024,1,NEW,AVL,eddie howe,unai emery
2023-2024_1528,2023-2024,1,BRE,TOT,thomas frank,ange postecoglou
2023-2024_1529,2023-2024,1,CHE,LIV,mauricio pochettino,jurgen klopp
2023-2024_1530,2023-2024,1,MUN,WOL,erik ten hag,gary o'neil
2023-2024_1531,2023-2024,2,NFO,SHU,steve cooper,paul heckingbottom
2023-2024_1532,2023-2024,2,FUL,BRE,marco silva,thomas frank
2023-2024_1533,2023-2024,2,LIV,BOU,jurgen klopp,andoni iraola
2023-2024_1534,2023-2024,2,WOL,BHA,gary o'neil,roberto de zerbi
2023-2024_1535,2023-2024,2,TOT,MUN,ange postecoglou,erik ten hag
2023-2024_1536,2023-2024,2,MCI,NEW,pep guardiola,eddie howe
2023-2024_1537,2023-2024,2,AVL,EVE,unai emery,sean dyche
2023-2024_1538,2023-2024,2,WHU,CHE,david moyes,mauricio pochettino
2023-2024_1539,2023-2024,2,CRY,ARS,roy hodgson,mikel arteta
2023-2024_1540,2023-2024,2,LUT,BUR,rob edwards,vincent kompany
2023-2024_1541,2023-2024,3,CHE,LUT,mauricio pochettino,rob edwards
2023-2024_1542,2023-2024,3,BOU,TOT,andoni iraola,ange postecoglou
2023-2024_1543,2023-2024,3,ARS,FUL,mikel arteta,marco silva
2023-2024_1544,2023-2024,3,BRE,CRY,thomas frank,roy hodgson
2023-2024_1545,2023-2024,3,EVE,WOL,sean dyche,gary o'neil
2023-2024_1546,2023-2024,3,MUN,NFO,erik ten hag,steve cooper
2023-2024_1547,2023-2024,3,BHA,WHU,roberto de zerbi,david moyes
2023-2024_1548,2023-2024,3,BUR,AVL,vincent kompany,unai emery
2023-2024_1549,2023-2024,3,SHU,MCI,paul heckingbottom,pep guardiola
2023-2024_1550,2023-2024,3,NEW,LIV,eddie howe,jurgen klopp
2023-2024_1551,2023-2024,4,LUT,WHU,rob edwards,david moyes
2023-2024_1552,2023-2024,4,SHU,EVE,paul heckingbottom,sean dyche
2023-2024_1553,2023-2024,4,BRE,BOU,thomas frank,andoni iraola
2023-2024_1554,2023-2024,4,BUR,TOT,vincent kompany,ange postecoglou
2023-2024_1555,2023-2024,4,CHE,NFO,mauricio pochettino,steve cooper
2023-2024_1556,2023-2024,4,MCI,FUL,pep guardiola,marco silva
2023-2024_1557,2023-2024,4,BHA,NEW,roberto de zerbi,eddie howe
2023-2024_1558,2023-2024,4,CRY,WOL,roy hodgson,gary o'neil
2023-2024_1559,2023-2024,4,LIV,AVL,jurgen klopp,unai emery
2023-2024_1560,2023-2024,4,ARS,MUN,mikel arteta,erik ten hag
2023-2024_1561,2023-2024,5,WOL,LIV,gary o'neil,jurgen klopp
2023-2024_1562,2023-2024,5,AVL,CRY,unai emery,roy hodgson
2023-2024_1563,2023-2024,5,FUL,LUT,marco silva,rob edwards
2023-2024_1564,2023-2024,5,MUN,BHA,erik ten hag,roberto de zerbi
2023-2024_1565,2023-2024,5,TOT,SHU,ange postecoglou,paul heckingbottom
2023-2024_1566,2023-2024,5,WHU,MCI,david moyes,pep guardiola
2023-2024_1567,2023-2024,5,NEW,BRE,eddie howe,thomas frank
2023-2024_1568,2023-2024,5,BOU,CHE,andoni iraola,mauricio pochettino
2023-2024_1569,2023-2024,5,EVE,ARS,sean dyche,mikel arteta
2023-2024_1570,2023-2024,5,NFO,BUR,steve cooper,vincent kompany
2023-2024_1571,2023-2024,6,CRY,FUL,roy hodgson,marco silva
2023-2024_1572,2023-2024,6,LUT,WOL,rob edwards,gary o'neil
2023-2024_1573,2023-2024,6,MCI,NFO,pep guardiola,steve cooper
2023-2024_1574,2023-2024,6,BRE,EVE,thomas frank,sean dyche
2023-2024_1575,2023-2024,6,BUR,MUN,vincent kompany,erik ten hag
2023-2024_1576,2023-2024,6,ARS,TOT,mikel arteta,ange postecoglou
2023-2024_1577,2023-2024,6,BHA,BOU,roberto de zerbi,andoni iraola
2023-2024_1578,2023-2024,6,CHE,AVL,mauricio pochettino,unai emery
2023-2024_1579,2023-2024,6,LIV,WHU,jurgen klopp,david moyes
2023-2024_1580,2023-2024,6,SHU,NEW,paul heckingbottom,eddie howe
2023-2024_1581,2023-2024,7,AVL,BHA,unai emery,roberto de zerbi
2023-2024_1582,2023-2024,7,BOU,ARS,andoni iraola,mikel arteta
2023-2024_1583,2023-2024,7,EVE,LUT,sean dyche,rob edwards
2023-2024_1584,2023-2024,7,MUN,CRY,erik ten hag,roy hodgson
2023-2024_1585,2023-2024,7,NEW,BUR,eddie howe,vincent kompany
2023-2024_1586,2023-2024,7,WHU,SHU,david moyes,paul heckingbottom
2023-2024_1587,2023-2024,7,WOL,MCI,gary o'neil,pep guardiola
2023-2024_1588,2023-2024,7,TOT,LIV,ange postecoglou,jurgen klopp
2023-2024_1589,2023-2024,7,NFO,BRE,steve cooper,thomas frank
2023-2024_1590,2023-2024,7,FUL,CHE,marco silva,mauricio pochettino
2023-2024_1591,2023-2024,8,LUT,TOT,rob edwards,ange postecoglou
2023-2024_1592,2023-2024,8,BUR,CHE,vincent kompany,mauricio pochettino
2023-2024_1593,2023-2024,8,EVE,BOU,sean dyche,andoni iraola
2023-2024_1594,2023-2024,8,FUL,SHU,marco silva,paul heckingbottom
2023-2024_1595,2023-2024,8,MUN,BRE,erik ten hag,thomas frank
2023-2024_1596,2023-2024,8,CRY,NFO,roy hodgson,steve cooper
2023-2024_1597,2023-2024,8,BHA,LIV,roberto de zerbi,jurgen klopp
2023-2024_1598,2023-2024,8,WHU,NEW,david moyes,eddie howe
2023-2024_1599,2023-2024,8,WOL,AVL,gary o'neil,unai emery
2023-2024_1600,2023-2024,8,ARS,MCI,mikel arteta,pep guardiola
2023-2024_1601,2023-2024,9,LIV,EVE,jurgen klopp,sean dyche
2023-2024_1602,2023-2024,9,BOU,WOL,andoni iraola,gary o'neil
2023-2024_1603,2023-2024,9,BRE,BUR,thomas frank,vincent kompany
2023-2024_1604,2023-2024,9,MCI,BHA,pep guardiola,roberto de zerbi
2023-2024_1605,2023-2024,9,NEW,CRY,eddie howe,roy hodgson
2023-2024_1606,2023-2024,9,NFO,LUT,steve cooper,rob edwards
2023-2024_1607,2023-2024,9,CHE,ARS,mauricio pochettino,mikel arteta
2023-2024_1608,2023-2024,9,SHU,MUN,paul heckingbottom,erik ten hag
2023-2024_1609,2023-2024,9,AVL,WHU,unai emery,david moyes
2023-2024_1610,2023-2024,9,TOT,FUL,ange postecoglou,marco silva
2023-2024_1611,2023-2024,10,CRY,TOT,roy hodgson,ange postecoglou
2023-2024_1612,2023-2024,10,CHE,BRE,mauricio pochettino,thomas frank
